key,title,year,venue,citations,url,arxiv,doi,compression,fairness,domain,n_origins,origins,abstract
doi:10.33022/ijcs.v14i3.4884,AI-Enhanced Multi-Modal Emotion and Personalized Responding System for Undergraduates,2025,Indonesian Journal of Computer Science,0,https://www.semanticscholar.org/paper/bdff961e95bd0983707dba149eb4670372c1726e,,10.33022/ijcs.v14i3.4884,True,True,True,1,s2:quantization fairness computer vision demographic,"Undergraduate students face increasing academic and personal pressures, often leading to stress and emotional distress. Traditional single-modal emotion recognition systems, relying solely on facial or vocal analysis, struggle with accuracy due to environmental variations and limited contextual awareness. This research proposes a multi-modal AI-driven emotion recognition system that integrates facial and vocal data for enhanced real-time emotional detection and response. The system leverages Vision Transformers (ViTs) for facial feature extraction and Mel-Frequency Cepstral Coefficients (MFCC) for speech-based emotion analysis, ensuring improved classification through confidence-weighted temporal fusion. Additionally, an adaptive response generation module utilizes natural language processing (NLP) and text-to-speech (TTS) synthesis for human-like interactions. To enable scalable mobile deployment, the model is optimized with quantized lightweight transformers, achieving sub 300ms inference latency. Bias mitigation techniques ensure fairness across demographic groups. This research contributes to affective computing, human-computer interaction, and AI-driven emotional intelligence, offering a scalable and ethically responsible solution for virtual counseling, AI-assisted tutoring, and mental health support."
doi:10.1109/asp-dac66049.2026.11420427,"Enhancing Trustworthiness with Mixed Precision: Benchmarks, Opportunities, and Challenges",2025,Asia and South Pacific Design Automation Conference,0,https://www.semanticscholar.org/paper/f37c8676fca8d8b4af2b9539dc6211b100575f88,2511.22483,10.1109/ASP-DAC66049.2026.11420427,True,True,True,1,s2:compression identified exemplars fairness,"Large language models (LLMs) have shown promising performance across various tasks. However, their autoregressive decoding process poses significant challenges for efficient deployment on existing AI hardware. Quantization alleviates memory and compute pressure by compressing weights, activations, and KV caches to low precisions while preserving generation quality. However, existing quantization frameworks typically focus on perplexity or classification accuracy, often omitting critical trustworthiness metrics. This gap introduces risks when applying quantized LLMs to downstream high-stakes domains such as finance and healthcare. In this work, we systematically investigate the impact of quantization on four trustworthiness metrics (adversarial robustness, fairness, machine ethics, and out-of-distribution robustness) and identify the instability across compression ratios and quantization methods. Building on these observations, we develop a novel precisionensemble voting approach that leverages predictions from mixedprecision variants of the same model and consistently improves performance by up to 5.8% on trustworthiness metrics. Our results highlight the importance of considering trustworthiness when developing model compression techniques and point to research opportunities at the intersection of compression and trustworthiness for safety-critical applications."
arxiv:2504.04494,Skin Color Measurement from Dermatoscopic Images: An Evaluation on a Synthetic Dataset,2025,arXiv,,https://arxiv.org/abs/2504.04494,2504.04494,,True,True,True,2,arxiv:abs:quantization AND abs:Fitzpatrick | arxiv:abs:quantization AND abs:fairness AND abs:skin,"This paper presents a comprehensive evaluation of skin color measurement methods from dermatoscopic images using a synthetic dataset (S-SYNTH) with controlled ground-truth melanin content, lesion shapes, hair models, and 18 distinct lighting conditions. This allows for rigorous assessment of the robustness and invariance to lighting conditions. We assess four classes of image colorimetry approaches: segmentation-based, patch-based, color quantization, and neural networks. We use these methods to estimate the Individual Typology Angle (ITA) and Fitzpatrick types from dermatoscopic images. Our results show that segmentation-based and color quantization methods yield robust, lighting-invariant estimates, whereas patch-based approaches exhibit significant lighting-dependent biases that require calibration. Furthermore, neural network models, particularly when combined with heavy blurring to reduce overfitting, can provide light-invariant Fitzpatrick predictions, although their generalization to real-world images remains unverified. We conclude with practical recommendations for designing fair and reliable skin color estimation methods."
arxiv:2509.22712,Achieving Fair Skin Lesion Detection through Skin Tone Normalization and Channel Pruning,2025,arXiv,,https://arxiv.org/abs/2509.22712,2509.22712,,True,True,True,1,arxiv:abs:pruning AND abs:fairness AND abs:skin,"Recent works have shown that deep learning based skin lesion image classification models trained on unbalanced dataset can exhibit bias toward protected demographic attributes such as race, age,and gender. Current bias mitigation methods usually either achieve high level of fairness with the degradation of accuracy, or only improve the model fairness on a single attribute. Additionally usually most bias mitigation strategies are either pre hoc through data processing or post hoc through fairness evaluation, instead of being integrated into the model learning itself. To solve these existing drawbacks, we propose a new Individual Typology Angle (ITA) Loss-based skin tone normalization and data augmentation method that directly feeds into an adaptable meta learning-based joint channel pruning framework. In skin tone normalization, ITA is used to estimate skin tone type and adjust automatically to target tones for dataset balancing. In the joint channel pruning framework, two nested optimization loops are used to find critical channels.The inner optimization loop finds and prunes the local critical channels by weighted soft nearest neighbor loss, and the outer optimization loop updates the weight of each attribute using group wise variance loss on meta-set. Experiments conducted in the ISIC2019 dataset validate the effectiveness of our method in simultaneously improving the fairness of the model on multiple sensitive attributes without significant degradation of accuracy. Finally, although the pruning mechanism adds some computational cost during training phase, usually training is done off line. More importantly,"
arxiv:2502.07422,"MoENAS: Mixture-of-Expert based Neural Architecture Search for jointly Accurate, Fair, and Robust Edge Deep Neural Networks",2025,arXiv,,https://arxiv.org/abs/2502.07422,2502.07422,,True,True,True,1,arxiv:abs:pruning AND abs:fairness AND abs:skin,"There has been a surge in optimizing edge Deep Neural Networks (DNNs) for accuracy and efficiency using traditional optimization techniques such as pruning, and more recently, employing automatic design methodologies. However, the focus of these design techniques has often overlooked critical metrics such as fairness, robustness, and generalization. As a result, when evaluating SOTA edge DNNs' performance in image classification using the FACET dataset, we found that they exhibit significant accuracy disparities (14.09%) across 10 different skin tones, alongside issues of non-robustness and poor generalizability. In response to these observations, we introduce Mixture-of-Experts-based Neural Architecture Search (MoENAS), an automatic design technique that navigates through a space of mixture of experts to discover accurate, fair, robust, and general edge DNNs. MoENAS improves the accuracy by 4.02% compared to SOTA edge DNNs and reduces the skin tone accuracy disparities from 14.09% to 5.60%, while enhancing robustness by 3.80% and minimizing overfitting to 0.21%, all while keeping model size close to state-of-the-art models average size (+0.4M). With these improvements, MoENAS establishes a new benchmark for edge DNN design, paving the way for the development of more inclusive and robust edge DNNs."
doi:10.59275/j.melba.2025-8888,Preventing Shortcut Learning in Medical Image Analysis through Intermediate Layer Knowledge Distillation from Specialist Teachers,2025,Machine Learning for Biomedical Imaging,5,https://www.semanticscholar.org/paper/f4edce9b2e8a85d73f26f9fe6e75cf602abd20cb,2511.17421,10.59275/j.melba.2025-8888,True,True,True,2,cites:FairPrune 2022 | cites:Groh 2021 Fitzpatrick17k,"Deep learning models are prone to learning shortcut solutions to problems using spuriously correlated yet irrelevant features of their training data. In high-risk applications such as medical image analysis, this phenomenon may prevent models from using clinically meaningful features when making predictions, potentially leading to poor robustness and harm to patients. We demonstrate that different types of shortcuts—those that are diffuse and spread throughout the image, as well as those that are localized to specific areas—manifest distinctly across network layers and can, therefore, be more effectively targeted through mitigation strategies that target the intermediate layers. We propose a novel knowledge distillation framework that leverages a teacher network fine-tuned on a small subset of task-relevant data to mitigate shortcut learning in a student network trained on a large dataset corrupted with a bias feature. Through extensive experiments on CheXpert, ISIC 2017, and SiMBA datasets using various architectures (ResNet-18, AlexNet, DenseNet-121, and 3D CNNs), we demonstrate consistent improvements over traditional Empirical Risk Minimization, augmentation-based bias-mitigation, and group-based bias-mitigation approaches. In many cases, we achieve comparable performance with a baseline model trained on bias-free data, even on out-of-distribution test data. Our results demonstrate the practical applicability of our approach to real-world medical imaging scenarios where bias annotations are limited and shortcut features are difficult to identify a priori"
doi:10.48550/arxiv.2509.22712,Achieving Fair Skin Lesion Detection through Skin Tone Normalization and Channel Pruning,2025,AIiH,2,https://www.semanticscholar.org/paper/401ad862bc44d41b3a719db7ebf582d1d0346f22,2509.22712,10.48550/arXiv.2509.22712,True,True,True,1,cites:FairPrune 2022,"Recent works have shown that deep learning based skin lesion image classification models trained on unbalanced dataset can exhibit bias toward protected demographic attributes such as race, age,and gender. Current bias mitigation methods usually either achieve high level of fairness with the degradation of accuracy, or only improve the model fairness on a single attribute. Additionally usually most bias mitigation strategies are either pre hoc through data processing or post hoc through fairness evaluation, instead of being integrated into the model learning itself. To solve these existing drawbacks, we propose a new Individual Typology Angle (ITA) Loss-based skin tone normalization and data augmentation method that directly feeds into an adaptable meta learning-based joint channel pruning framework. In skin tone normalization, ITA is used to estimate skin tone type and adjust automatically to target tones for dataset balancing. In the joint channel pruning framework, two nested optimization loops are used to find critical channels.The inner optimization loop finds and prunes the local critical channels by weighted soft nearest neighbor loss, and the outer optimization loop updates the weight of each attribute using group wise variance loss on meta-set. Experiments conducted in the ISIC2019 dataset validate the effectiveness of our method in simultaneously improving the fairness of the model on multiple sensitive attributes without significant degradation of accuracy. Finally, although the pruning mechanism adds some computational cost during training phase, usually training is done off line. More importantly,"
doi:10.1038/s41598-025-27038-1,MTAKD: multi-teacher agreement knowledge distillation for edge AI skin disease diagnosis,2025,Scientific Reports,1,https://www.semanticscholar.org/paper/291afa6cca72bda75e1edb39dffc29a63e30e48a,,10.1038/s41598-025-27038-1,True,True,True,1,cites:Groh 2021 Fitzpatrick17k,"Skin disease diagnosis remains challenging in remote areas due to limited access to dermatology specialists and unreliable internet connectivity. Edge AI offers a potential solution by offloading the inference process from cloud servers to mobile devices. This research proposes a novel Multi-Teacher Knowledge Distillation (MTAKD) framework to optimize small model performance for mobile edge deployment. MTAKD uses dynamic teacher agreement as an indicator of knowledge reliability and weights multiple knowledge sources for each input. MTAKD integrates three novel algorithms, such as Agreement Weighted Knowledge Distillation for prediction knowledge, Attention Agreement Knowledge Distillation for spatial attention guidance, and Relational Agreement Knowledge Distillation for embedding relations. MTAKD achieves mean accuracies of 87.53% on the ISIC 2019 dataset and 44.75% on the Fitzpatrick17k-C dataset, outperforming the highest accuracy on benchmark frameworks by 0.75 and 1.1%. In addition, the student model demonstrates improved explainability, with insertion metric scores of 0.6796 AUC on ISIC 2019 and 0.1724 AUC on Fitzpatrick17k-C. Deployment on a mobile prototype demonstrates significant efficiency gains with 49.8 times smaller size and 352 times faster inference. These results support the proposed MTAKD as an effective and practical solution for edge AI skin disease diagnosis."
doi:10.1109/access.2025.3581225,Diverse Representation Knowledge Distillation for Efficient Edge AI Teledermatology in Skin Disease Diagnosis,2025,IEEE Access,4,https://www.semanticscholar.org/paper/99d6bf314a113e19866cd46b176c37a362fa9e86,,10.1109/ACCESS.2025.3581225,True,True,True,1,cites:Groh 2021 Fitzpatrick17k,"Access to dermatological care in rural areas is limited due to a shortage of specialists. While AI-powered teledermatology offers a solution, it faces challenges from unreliable internet connectivity. Edge AI offers a promising approach that enables inferences locally on mobile devices. However, high-performance AI models are often large, which makes them difficult to deploy on mobile devices. While recent research primarily concentrated on small models or cloud inference, this research addresses the underexplored application of knowledge distillation on mobile devices. By conducting applied research aiming at compressing the AI model while maintaining accuracy, this research proposes a novel adoption framework for skin disease inference using edge computing. The framework applies knowledge distillation to compress a high-performance teacher model into a small student model, followed by deployment on mobile devices for local inference. Key contributions include a novel framework for edge-based inference, evaluation of pre-trained models on the ISIC 2019 and Fitzpatrick17k-C datasets, and practical deployment on mobile devices. Model performance was evaluated using accuracy, precision, recall, and F1-score, while the prototype was measured using model size, compression ratio, and inference time. The experiments demonstrate that the scenario of distilling RegNetY32GF into MobileNetV2 results in the most efficient model, maintaining both accuracy and model size. The prototype evaluation shows the practicality of the proposed framework with a compression rate of 55.88 on the ISIC 2019 dataset, with inference time reduced by approximately 352 times. These results enable efficient inference on mobile devices with limited resources."
doi:10.48550/arxiv.2405.08681,Achieving Fairness Through Channel Pruning for Dermatological Disease Diagnosis,2024,International Conference on Medical Image Computing and Computer-Assisted Intervention,12,https://www.semanticscholar.org/paper/5794bcbcffbbc3ff9ca387680e42c6f68e387fd6,2405.08681,10.48550/arXiv.2405.08681,True,True,True,5,cites:FairPrune 2022 | cites:Groh 2021 Fitzpatrick17k | s2:model compression fairness dermatology | s2:pruning bias underrepresented groups neural network | s2:pruning fairness skin disease diagnosis,"Numerous studies have revealed that deep learning-based medical image classification models may exhibit bias towards specific demographic attributes, such as race, gender, and age. Existing bias mitigation methods often achieve high level of fairness at the cost of significant accuracy degradation. In response to this challenge, we propose an innovative and adaptable Soft Nearest Neighbor Loss-based channel pruning framework, which achieves fairness through channel pruning. Traditionally, channel pruning is utilized to accelerate neural network inference. However, our work demonstrates that pruning can also be a potent tool for achieving fairness. Our key insight is that different channels in a layer contribute differently to the accuracy of different groups. By selectively pruning critical channels that lead to the accuracy difference between the privileged and unprivileged groups, we can effectively improve fairness without sacrificing accuracy significantly. Experiments conducted on two skin lesion diagnosis datasets across multiple sensitive attributes validate the effectiveness of our method in achieving state-of-the-art trade-off between accuracy and fairness. Our code is available at https://github.com/Kqp1227/Sensitive-Channel-Pruning."
doi:10.1117/12.3046450,Fair Text to Medical Image Diffusion Model with Subgroup Distribution Aligned Tuning,2024,Medical Imaging,5,https://www.semanticscholar.org/paper/26cbdae2839e614cec6d4989c7d326c1d6c46770,2406.14847,10.1117/12.3046450,True,True,True,1,s2:model compression demographic bias medical imaging,"The Text to Medical Image (T2MedI) approach using latent diffusion models holds significant promise for addressing the scarcity of medical imaging data and elucidating the appearance distribution of lesions corresponding to specific patient status descriptions. Like natural image synthesis models, our investigations reveal that the T2MedI model may exhibit biases towards certain subgroups, potentially neglecting minority groups present in the training dataset. In this study, we initially developed a T2MedI model adapted from the pre-trained Imagen framework. This model employs a fixed Contrastive Language–Image Pre-training (CLIP) text encoder, with its decoder fine-tuned using medical images from the Radiology Objects in Context (ROCO) dataset. We conduct both qualitative and quantitative analyses to examine its gender bias. To address this issue, we propose a subgroup distribution alignment method during fine-tuning on a target application dataset. Specifically, this process involves an alignment loss, guided by an off-the-shelf sensitivity-subgroup classifier, which aims to synchronize the classification probabilities between the generated images and those expected in the target dataset. Additionally, we preserve image quality through a CLIP-consistency regularization term, based on a knowledge distillation framework. For evaluation purposes, we designated the BraTS18 dataset as the target, and developed a gender classifier based on brain magnetic resonance (MR) imaging slices derived from it. Our methodology significantly mitigates gender representation inconsistencies in the generated MR images, aligning them more closely with the gender distribution in the BraTS18 dataset."
doi:10.1109/access.2024.3506334,A Lightweight Deep Convolutional Neural Network Implemented on FPGA and Android Devices for Detection of Breast Cancer Using Ultrasound Images,2024,IEEE Access,11,https://www.semanticscholar.org/paper/8e67cecb3e85b7987d94cfcd98e17cbd596cf3aa,,10.1109/ACCESS.2024.3506334,True,True,True,1,s2:pruning bias underrepresented groups neural network,"Breast cancer (BC) continues to be the primary cause of high mortality rates among women globally. Early and automated detection of this disease plays a significant role in clinical standards for better diagnosis and improved survival rates. Ultrasonography is a widely used non-invasive imaging test to diagnose BC. The traditional ultrasound-based automated diagnostic systems for detecting BC rely on cloud-based processing, which has high latency, requires constant internet connectivity, and raises the privacy of patient’s ultrasound image data. This paper proposes a lightweight deep convolutional neural network (LWDCNN) implemented on edge devices (field programmable gate array (FPGA) and android devices) for real-time detection of BC using breast ultrasound (BUS) images. FPGA is used due to its parallel processing capability, low latency, and low power for the real-time processing of BUS images. Similarly, the Android device provides portability and a user-friendly system to process BUS images for automated detection of BC. The proposed LWDCNN is trained on the Google Cloud CPU-based framework to obtain the optimized model with weight and bias parameters. The compression methods (pruning and fixed-point precision-based representation of weight values) are applied to the LWDCNN model, and the inference of this model is performed on Android and PYNQ-Z2 FPGA-based edge devices to detect malignant tumor classes using BUS images. The proposed approach is evaluated using BUS images from Kaggle and breast ultrasound imaging databases. The experimental results reveal that the LWDCNN achieved average accuracy values of 94.15% on Google Cloud CPU and 93.16% on FPGA-based edge devices for detecting malignant tumors in the inference phase using hold-out validation. Similarly, the post-training quantization of LWDCNN with an integer 8-bit (INT8) case implemented on an Android device has yielded an accuracy value of 93.76% for detecting malignant tumors using BUS images. The pr"
doi:10.48550/arxiv.2407.20485,A2SF: Accumulative Attention Scoring with Forgetting Factor for Token Pruning in Transformer Decoder,2024,arXiv.org,9,https://www.semanticscholar.org/paper/3aa853bb89b0841ee7d79f4fe04dcbb979d03b31,2407.20485,10.48550/arXiv.2407.20485,True,True,True,1,s2:compression identified exemplars fairness,"Recently, large language models (LLM) based on transformers are facing memory bottleneck issues due to KV cache, especially in long sequence handling. Previous researches proposed KV cache compression techniques that identify insignificant tokens based on Accumulative Attention Scores and removes their items from KV cache, noting that only few tokens play an important role in attention operations. However, we have observed that the existing Accumulative Attention Score is not suitable for the transformer decoder structure. In the decoder model, the number of times the Attention Score accumulates varies depending on the order of token appearance due to the effect of masking, causing an uneven comparison between tokens. To solve this, we propose Accumulative Attention Score with Forgetting Factor (A2SF) technique, which introduces a Forgetting Factor in the Attention Score accumulation process. A2SF applies a penalty to the past Attention Score generated from old tokens by repeatedly multiplying the Forgetting Factor to the Attention Score over time. Therefore, older tokens receive a larger penalty, providing fairness among different ages of tokens. Through the fair comparison among tokens, we can more effectively select important tokens. We have verified the accuracy improvement through A2SF in the OPT and LLaMA models and A2SF improves the accuracy of LLaMA 2 by up to 7.8% and 5.1% on 1-shot and 0-shot."
arxiv:2405.08681,Achieving Fairness Through Channel Pruning for Dermatological Disease Diagnosis,2024,arXiv,,https://arxiv.org/abs/2405.08681,2405.08681,,True,True,True,2,arxiv:abs:pruning AND abs:bias AND abs:medical | arxiv:abs:pruning AND abs:fairness AND abs:skin,"Numerous studies have revealed that deep learning-based medical image classification models may exhibit bias towards specific demographic attributes, such as race, gender, and age. Existing bias mitigation methods often achieve high level of fairness at the cost of significant accuracy degradation. In response to this challenge, we propose an innovative and adaptable Soft Nearest Neighbor Loss-based channel pruning framework, which achieves fairness through channel pruning. Traditionally, channel pruning is utilized to accelerate neural network inference. However, our work demonstrates that pruning can also be a potent tool for achieving fairness. Our key insight is that different channels in a layer contribute differently to the accuracy of different groups. By selectively pruning critical channels that lead to the accuracy difference between the privileged and unprivileged groups, we can effectively improve fairness without sacrificing accuracy significantly. Experiments conducted on two skin lesion diagnosis datasets across multiple sensitive attributes validate the effectiveness of our method in achieving state-of-the-art trade-off between accuracy and fairness. Our code is available at https://github.com/Kqp1227/Sensitive-Channel-Pruning."
doi:10.1109/icist59754.2023.10367148,Real-Time Deep Learning Framework for Dermatology Image Classification on Low-Power Embedded Devices,2023,International Conference on Information and Software Technologies,2,https://www.semanticscholar.org/paper/afc28112cda65398dcd0c65dd69d0a98a0811141,,10.1109/ICIST59754.2023.10367148,True,True,True,2,s2:model compression fairness dermatology | s2:on-device skin disease classification skin tone bias,"The utilization of deep learning (DL) in medical research and industry has witnessed substantial growth in recent years. A pivotal application involves employing DL for dermatology image classification tasks. However, the major challenges in such tasks, in terms of the scarcity and bias of high-quality labeled data, significantly hinder further advancement in this domain. Such data insufficiency gives rise to concerns regarding accuracy disparities across different demographic groups, which may ultimately lead to unfair outcomes. Additionally, complex and effective DL models are often unsuitable with low-power embedded devices, which hinders their usability in resource-limited environments. In this paper, we propose a DL framework to address these issues. Our major approach involves augmenting data with Gaussian white noise to generate synthetic data samples and employing knowledge distillation techniques to transfer valuable knowledge from a larger and more complex model to a smaller and more efficient counterpart. Through comprehensive experimentation on an open-access skin disease classification dataset, we demonstrate that our proposed framework significantly enhances the performance of DL models on low-power embedded devices, thereby optimizing the trade-offs among overall accuracy, fairness for different demographic groups, and inference latency on low-power embedded devices.11Our code and experiments can be reproduced by utilizing the details provided in the Methodology section on image preprocessing and augmentation, model architecture, and training configurations.(https://github.com/yixinli19/Dermatology-image-classification). The MobileNet V3 is available at(https://pytorch.org/vision/stable/models/mobilenetv3.html). The Swin Transformer V2 is available at (http-s://pytorch.org/vision/stable/models/swin_transformer.html). The dermatology image dataset is available upon request from ESFair 2023. They can be reached at: https://esfair2023.github.io/ESFair/."
doi:10.1109/jsen.2023.3288151,Calibrating Oxygen Saturation Measurements for Different Skin Colors Using the Individual Typology Angle,2023,IEEE Sensors Journal,14,https://www.semanticscholar.org/paper/d75a7b2aaf92cc890def4608e67bae2fb1fcb7b2,,10.1109/JSEN.2023.3288151,True,True,True,1,s2:quantization bias Fitzpatrick skin type,"Since the start of the SARS-CoV-2 pandemic, wearable devices featuring oxygen-saturation measurements have gradually attracted public attention. The US Food and Drug Administration (FDA) has, however, raised doubts about the accuracy of watch-type oximeters (e.g., Apple Watch and Fitbit Sense) for darker-skinned users. That is, the accuracy of oxygen-saturation measurements is affected by skin tone. Accordingly, this article proposes a method of calibrating the bias of the oxygen-saturation measurement caused by differences in skin tone. We integrate a color sensor into a wearable device featuring the function of oxygen-saturation measurement. We also use the individual typology angle (ITA) to quantify the user’s skin color and the skin’s ITA quantization value to calibrate the oxygen saturation value of the pulse oximeter sensor. The oxygen-saturation-calibration algorithm of the ITA-quantified value is suitable for determining the <inline-formula> <tex-math notation=""LaTeX"">${R}$ </tex-math></inline-formula>-value bias caused by skin color. Our experimental findings derive from testing the <inline-formula> <tex-math notation=""LaTeX"">${R}$ </tex-math></inline-formula>-values of subjects with different skin colors and simulating and verifying oxygen saturation ranges from 70% to 100%. The findings suggest that it is possible for the oxygen saturation bias of darker-skinned subjects to be reduced from an <inline-formula> <tex-math notation=""LaTeX"">${A}_{\text {rms}}$ </tex-math></inline-formula> error of 5.44% to an <inline-formula> <tex-math notation=""LaTeX"">${A}_{\text {rms}}$ </tex-math></inline-formula> error of 0.82%; that is, using ITA-quantified value for calibration, the accuracy of oxygen saturation measurements (OSMs) has been significantly improved. The proposed method enables the oxygen-saturation measurements of dark-skinned subjects to comply with the FDA guidance and ISO 80601-2-61:2017 standards, meaning that this study’s method can effectively improv"
doi:10.48550/arxiv.2203.02110,FairPrune: Achieving Fairness Through Pruning for Dermatological Disease Diagnosis,2022,International Conference on Medical Image Computing and Computer-Assisted Intervention,87,https://www.semanticscholar.org/paper/2714740aacc642cb273f7eb68e41f78d7fbfc1d5,2203.02110,10.48550/arXiv.2203.02110,True,True,True,3,cites:Groh 2021 Fitzpatrick17k | s2:model compression fairness dermatology | s2:pruning fairness skin disease diagnosis,"Many works have shown that deep learning-based medical image classification models can exhibit bias toward certain demographic attributes like race, gender, and age. Existing bias mitigation methods primarily focus on learning debiased models, which may not necessarily guarantee all sensitive information can be removed and usually comes with considerable accuracy degradation on both privileged and unprivileged groups. To tackle this issue, we propose a method, FairPrune, that achieves fairness by pruning. Conventionally, pruning is used to reduce the model size for efficient inference. However, we show that pruning can also be a powerful tool to achieve fairness. Our observation is that during pruning, each parameter in the model has different importance for different groups' accuracy. By pruning the parameters based on this importance difference, we can reduce the accuracy difference between the privileged group and the unprivileged group to improve fairness without a large accuracy drop. To this end, we use the second derivative of the parameters of a pre-trained model to quantify the importance of each parameter with respect to the model accuracy for each group. Experiments on two skin lesion diagnosis datasets over multiple sensitive attributes demonstrate that our method can greatly improve fairness while keeping the average accuracy of both groups as high as possible."
doi:10.1109/infocomwkshps54753.2022.9798157,Unsupervised Bias Evaluation of DNNs in non-IID Federated Learning Through Latent micro-Manifolds,2022,Conference on Computer Communications Workshops,3,https://www.semanticscholar.org/paper/a0be7b3db310ab63b2157c3ebe8bcf039f6acfb3,,10.1109/infocomwkshps54753.2022.9798157,True,True,True,1,s2:quantization fairness computer vision demographic,"Lately, Federated Learning (FL) is rapidly evolving in the field of health and quality of life systems. Its ability to train Machine Learning (ML) and Deep Learning (DL) models for the wide variety of Computer Vision (CV) fields that utilize them, one of them being the medical field, while at the same time fortifying the privacy of the sensitive information that describes them, makes the FL technology a necessary tool in modern health and medical CV systems. One of its disadvantages, though, has proven to be the quality of models used for the decentralized learning process and the ability to understand them. Low quality, unethical or biased models used for FL training, usually due to Non-IID (Independent and Identically Distributed) data, can have catastrophic consequences, especially in critical infrastructure in the medical field. In this paper, we tackle the problem of unfairness of DL models in the FL environment by leveraging the ability of latent mapping and representation learning in decision and augmentative DL models while striving to visualize their knowledge distribution. In particular, micro-Manifolds produced from the discovered latent deformations in a DL model are analyzed and, through a proposed quantization pipeline, the fairness of that model is measured in a summary of quantitative metrics. This methodology follows a fully unsupervised model and data agnostic manner to perform ethical evaluation, while it is documented with both medical and widely used benchmark data and DL architectures."
arxiv:2203.02110,FairPrune: Achieving Fairness Through Pruning for Dermatological Disease Diagnosis,2022,arXiv,,https://arxiv.org/abs/2203.02110,2203.02110,,True,True,True,2,arxiv:abs:pruning AND abs:bias AND abs:medical | arxiv:abs:pruning AND abs:fairness AND abs:skin,"Many works have shown that deep learning-based medical image classification models can exhibit bias toward certain demographic attributes like race, gender, and age. Existing bias mitigation methods primarily focus on learning debiased models, which may not necessarily guarantee all sensitive information can be removed and usually comes with considerable accuracy degradation on both privileged and unprivileged groups. To tackle this issue, we propose a method, FairPrune, that achieves fairness by pruning. Conventionally, pruning is used to reduce the model size for efficient inference. However, we show that pruning can also be a powerful tool to achieve fairness. Our observation is that during pruning, each parameter in the model has different importance for different groups' accuracy. By pruning the parameters based on this importance difference, we can reduce the accuracy difference between the privileged group and the unprivileged group to improve fairness without a large accuracy drop. To this end, we use the second derivative of the parameters of a pre-trained model to quantify the importance of each parameter with respect to the model accuracy for each group. Experiments on two skin lesion diagnosis datasets over multiple sensitive attributes demonstrate that our method can greatly improve fairness while keeping the average accuracy of both groups as high as possible."
arxiv:2201.09563,Debiasing pipeline improves deep learning model generalization for X-ray based lung nodule detection,2022,arXiv,,https://arxiv.org/abs/2201.09563,2201.09563,,True,True,True,1,arxiv:abs:pruning AND abs:bias AND abs:medical,"Lung cancer is the leading cause of cancer death worldwide and a good prognosis depends on early diagnosis. Unfortunately, screening programs for the early diagnosis of lung cancer are uncommon. This is in-part due to the at-risk groups being located in rural areas far from medical facilities. Reaching these populations would require a scaled approach that combines mobility, low cost, speed, accuracy, and privacy. We can resolve these issues by combining the chest X-ray imaging mode with a federated deep-learning approach, provided that the federated model is trained on homogenous data to ensure that no single data source can adversely bias the model at any point in time. In this study we show that an image pre-processing pipeline that homogenizes and debiases chest X-ray images can improve both internal classification and external generalization, paving the way for a low-cost and accessible deep learning-based clinical system for lung cancer screening. An evolutionary pruning mechanism is used to train a nodule detection deep learning model on the most informative images from a publicly available lung nodule X-ray dataset. Histogram equalization is used to remove systematic differences in image brightness and contrast. Model training is performed using all combinations of lung field segmentation, close cropping, and rib suppression operators. We show that this pre-processing pipeline results in deep learning models that successfully generalize an independent lung nodule dataset using ablation studies to assess the contribution of each operator in this pipeline. In stripping chest X-ray images of known confounding variables by lung field segmentation, along with suppression of signal noise from the bone structure we can train a highly accurate deep learning lung nodule detection algorithm with outstanding generalization accuracy of 89% to nodule samples in unseen data."
doi:10.1109/wacv56688.2023.00496,Attend Who is Weak: Pruning-assisted Medical Image Localization under Sophisticated and Implicit Imbalances,2022,IEEE Workshop/Winter Conference on Applications of Computer Vision,9,https://www.semanticscholar.org/paper/ebf9cb018a49b4c0d0cccf400d72bfeab9eb4b60,2212.02675,10.1109/WACV56688.2023.00496,True,True,True,1,cites:Hooker 2019 What do compressed DNNs forget,"Deep neural networks (DNNs) have rapidly become a de facto choice for medical image understanding tasks. However, DNNs are notoriously fragile to the class imbalance in image classification. We further point out that such imbalance fragility can be amplified when it comes to more sophisticated tasks such as pathology localization, as imbalances in such problems can have highly complex and often implicit forms of presence. For example, different pathology can have different sizes or colors (w.r.t.the background), different underlying demographic distributions, and in general different difficulty levels to recognize, even in a meticulously curated balanced distribution of training data. In this paper, we propose to use pruning to automatically and adaptively identify hard-to-learn (HTL) training samples, and improve pathology localization by attending them explicitly, during training in supervised, semi-supervised, and weakly-supervised settings. Our main inspiration is drawn from the recent finding that deep classification models have difficult-to-memorize samples and those may be effectively exposed through network pruning [15] - and we extend such observation beyond classification for the first time. We also present an interesting demographic analysis which illustrates HTLs ability to capture complex demographic imbalances. Our extensive experiments on the Skin Lesion Localization task in multiple training settings by paying additional attention to HTLs show significant improvement of localization performance by ∼2-3%."
