dataset,path,class,skin_fraction,error
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-4333533543825496331.png,Other,0.800537109375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-408534567856996060.png,Other,0.67242431640625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5804402476916294581.png,Other,0.99237060546875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\902212744597119124.png,Other,0.68084716796875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-1964801097019886136.png,Other,0.7528076171875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-5181467906878483990.png,Other,0.9432373046875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\2544728617164619888.png,Other,0.71649169921875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\4412120753157054552.png,Other,0.293212890625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\444763995685007646.png,Other,0.41851806640625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8772419845553308049.png,Other,0.84075927734375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-2407319126554877039.png,Other,0.8995361328125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-5759983830642479138.png,Other,0.98040771484375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8142922305296725414.png,Other,0.97491455078125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\6592267744694757863.png,Other,0.986328125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8611402840751124787.png,Other,0.78778076171875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\6296216387720846689.png,Other,0.74169921875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-8578005713261816070.png,Other,0.9620361328125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\6383063947856657975.png,Other,0.736572265625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\7113197141520215257.png,Other,0.4539794921875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\4140410826185492876.png,Other,0.8211669921875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\1636645679666658249.png,Other,0.66204833984375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8435198682736521622.png,Other,0.63348388671875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\7248955316252325726.png,Other,0.85687255859375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-194017562508969044.png,Other,0.6890869140625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\1537613128125100545.png,Other,0.99615478515625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-71846644280357894.png,Other,0.266845703125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5395886735511287776.png,Other,0.95916748046875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\7997336758556521282.png,Other,0.90252685546875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5300459600634597424.png,Other,0.554443359375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\3140661908326414602.png,Other,0.50604248046875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-2885771906506928784.png,Other,0.7789306640625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5858206430170814591.png,Other,0.4927978515625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5515455349045471891.png,Other,0.7322998046875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-8678694517436562147.png,Other,0.7803955078125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-7963004189436208876.png,Other,0.269287109375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\1971278460267998653.png,Other,0.3765869140625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\7591093086010333707.png,Other,0.9100341796875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\3618741684615071172.png,Other,0.603759765625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-1698000878108568001.png,Other,0.75152587890625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-2215364224764240066.png,Other,0.60760498046875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-9168553883581693079.png,Other,0.83880615234375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\4175580618962077841.png,Other,0.967529296875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\1217802956545325355.png,Other,0.8209228515625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\2522251872979086140.png,Other,0.98699951171875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-2458386020616457489.png,Other,0.676513671875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-1369732580479712253.png,Other,0.91168212890625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\4794220152608035550.png,Other,0.83502197265625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-4429934516902201548.png,Other,0.88836669921875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8418262465064552927.png,Other,0.71514892578125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-3983029521824557953.png,Other,0.48046875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-59153319075421114.png,Other,0.9443359375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\2958782824593955943.png,Other,0.80609130859375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\2642674397494652844.png,Other,0.87255859375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\4029104988964587991.png,Other,0.25604248046875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\2698648866798676998.png,Other,0.8193359375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\7513738175913196155.png,Other,0.4093017578125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\1341491376911672914.png,Other,0.4833984375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\7754333012238295111.png,Other,0.6234130859375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-2257423882813548775.png,Other,0.0745849609375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5304169411078336610.png,Other,0.71429443359375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8182366432507098658.png,Other,0.7205810546875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-761325943535501462.png,Other,0.979248046875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\4981924219389224217.png,Other,0.84173583984375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8742983234551726539.png,Other,0.95562744140625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-3643248167198411501.png,Other,0.9239501953125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\320301340771274565.png,Other,0.76727294921875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-7585848697354186063.png,Other,0.8826904296875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-6759195629084095044.png,Other,0.9954833984375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-568386322973258434.png,Other,0.69256591796875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-7434393217742175295.png,Other,0.59027099609375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-694718296081673949.png,Other,0.67071533203125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-2298741642819106068.png,Other,0.593994140625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5761914208822394205.png,Other,0.2291259765625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\4526601686447943043.png,Other,0.77264404296875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-9154253420651784881.png,Other,0.86737060546875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-4695767486983535562.png,Other,0.60443115234375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\6699917053211603119.png,Other,0.9998779296875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-8531554322625259799.png,Other,0.8232421875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-6825931676608812283.png,Other,0.93658447265625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\3224954486122489674.png,Other,0.810791015625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-6549975853582307930.png,Other,0.79376220703125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\1686314235700177799.png,Other,0.7125244140625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8199317997534897211.png,Other,0.8228759765625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\2108600103580272561.png,Other,0.59442138671875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\2541250792157192084.png,Other,0.69366455078125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-7999991740162950505.png,Other,0.30267333984375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-7711091231416269014.png,Other,0.7401123046875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-9070912914309175936.png,Other,0.59716796875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-3871839807525937167.png,Other,0.77813720703125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\1744488958958347097.png,Other,0.55206298828125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-6212289614446036131.png,Other,0.836669921875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-3385663672767697299.png,Other,0.99835205078125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\2588243673258291167.png,Other,0.99749755859375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\4232801340904799559.png,Other,0.5718994140625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\9114737540227929305.png,Other,0.8453369140625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-7783236188066925348.png,Other,0.309326171875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\813985591513517003.png,Other,0.63421630859375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-3534410300979499809.png,Other,0.7210693359375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-2642479472977208242.png,Other,0.94329833984375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-1615996741063613277.png,Other,0.85052490234375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-256867940930929101.png,Other,0.5501708984375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\7992099817197638769.png,Other,0.41064453125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8858580079281238438.png,Other,0.84405517578125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8397404777462654458.png,Other,0.88165283203125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\1818532041670121872.png,Other,0.98779296875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-4402576625178936977.png,Other,0.59295654296875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5994641254627791878.png,Other,0.8724365234375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\519765777751190850.png,Other,0.92730712890625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\6816620786682316431.png,Other,0.945556640625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-6124289799481016838.png,Other,0.1939697265625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-7526888085066357479.png,Other,0.99945068359375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\1169372227657991111.png,Other,0.84716796875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-2825268606715146676.png,Other,1.0,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-4460944419727821614.png,Other,0.25311279296875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-3385850542697500626.png,Other,0.88861083984375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-906582537993925966.png,Other,0.97088623046875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8097381513172060282.png,Other,0.81005859375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-534112584840590399.png,Other,0.52581787109375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-4059737581854300157.png,Other,0.58355712890625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5304541662818362266.png,Other,0.80645751953125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-4749402405697711787.png,Other,0.5072021484375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-7734606889662811774.png,Other,0.906005859375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-5297033553821408234.png,Other,0.52288818359375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-1207834327352514621.png,Other,0.79425048828125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\15358710622059889.png,Other,0.2916259765625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\818614089115218339.png,Other,0.04827880859375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8661840158842335589.png,Other,0.9227294921875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-9215921701035518354.png,Other,0.92071533203125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-67819177160008715.png,Other,0.6475830078125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-6228624570959443618.png,Other,0.927490234375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\3217705513716567869.png,Other,0.9774169921875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\13835625549189005.png,Other,0.30670166015625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-7288421822363632426.png,Other,0.7958984375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-6775132432553159541.png,Other,0.57476806640625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-4593099640126869162.png,Other,0.4271240234375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5258645229346156312.png,Other,0.79718017578125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\4381718773613306732.png,Other,0.74176025390625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-2435035923412360662.png,Other,0.64227294921875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-1688996550472163044.png,Other,0.720947265625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\4004541750295193825.png,Other,0.64483642578125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\587943405049675191.png,Other,0.69732666015625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-7589195234367125654.png,Other,0.38824462890625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8921106678900434918.png,Other,0.83441162109375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-2593270997761285390.png,Other,0.8309326171875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5395629424458057084.png,Other,0.37103271484375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-8760666669816564693.png,Other,0.94439697265625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8078665794653560810.png,Other,0.64788818359375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8410079725892876702.png,Other,0.6627197265625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8882862791433721722.png,Other,0.88958740234375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-6078552801183548619.png,Other,0.49365234375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-5878473243646267604.png,Other,0.5128173828125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\1227935601011414523.png,Other,0.70751953125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\2287632164695684571.png,Other,0.9835205078125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-8239179538315697833.png,Other,0.5054931640625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-5641194784721271250.png,Other,0.93817138671875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\9149077865725302027.png,Other,0.9229736328125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-3706986546510711962.png,Other,0.5335693359375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5936306006842485858.png,Other,0.73236083984375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5264767833936062007.png,Other,0.76861572265625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\6227747699238901445.png,Other,0.72247314453125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\7256574457305750487.png,Other,0.4420166015625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\7759314623352732303.png,Other,0.7772216796875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\7636687047776991161.png,Other,0.67816162109375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-6410481587765281395.png,Other,0.4591064453125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-7923370243531317753.png,Other,0.84423828125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-7696969096166286881.png,Other,0.89337158203125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\4170369505238565188.png,Other,0.7918701171875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5551028479981095625.png,Other,0.1153564453125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8172216046510123797.png,Other,0.6976318359375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-1636484005075863505.png,Other,0.80029296875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-3753220776898215006.png,Other,0.9031982421875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\2614257351541522232.png,Other,0.73480224609375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-2656805594284374401.png,Other,0.618408203125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-3837747594652952379.png,Other,0.69281005859375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-5554498179567141518.png,Other,0.79730224609375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5771554111956214513.png,Other,0.8350830078125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8751100562164689123.png,Other,0.80487060546875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-2005856048520510588.png,Other,0.79010009765625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\4336168799610000274.png,Other,0.93316650390625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8083716419169064278.png,Other,0.761962890625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\7750207607646915521.png,Other,0.79345703125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-6526281835697499699.png,Other,0.90765380859375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\7065103690130891995.png,Other,1.0,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5333597754332194335.png,Other,0.8955078125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8041619602634449159.png,Other,0.75103759765625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-5023871482662842756.png,Other,0.9525146484375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-8409059137252391480.png,Other,0.94256591796875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-2901403481133969902.png,Other,0.9991455078125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-1829482998281419916.png,Other,0.57806396484375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-4189733889619361017.png,Other,0.55023193359375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-7917987345757592250.png,Other,0.41424560546875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-8262765470602082655.png,Other,0.906982421875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-4188278916483896062.png,Other,0.51171875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-4220030543036090110.png,Other,0.27630615234375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\6359749307485054893.png,Other,0.5552978515625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-7157869548539822982.png,Other,0.9261474609375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8424488974574883789.png,Other,0.51336669921875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\3607019658166796007.png,Other,0.7222900390625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5648339779171772545.png,Other,0.99664306640625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\344220635633407294.png,Other,0.9298095703125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\6890284886068672473.png,Other,0.43841552734375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-2521833375555935228.png,Other,0.67742919921875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-8684573061351687299.png,Other,0.9744873046875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\117775236047780534.png,Other,0.99493408203125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-5350220404862050225.png,Other,0.6290283203125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\2606087520572543875.png,Other,0.76434326171875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-7800004629114489202.png,Other,0.7462158203125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-3258250159325961476.png,Other,0.82305908203125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\7999126737267845902.png,Other,0.9986572265625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-8341283864171645385.png,Other,0.90447998046875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-1204349630028029673.png,Other,0.40289306640625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\4653155751315316339.png,Other,0.96014404296875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-5831953969475490038.png,Other,0.2850341796875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\1610643527361135382.png,Other,0.086669921875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-500789885194928068.png,Other,0.644287109375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-4696067359335613302.png,Other,0.59906005859375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\2560969760533689549.png,Other,0.873046875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-4343637859112366862.png,Other,0.8349609375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-1885006961985571245.png,Other,0.9427490234375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8471914181416373823.png,Other,0.0625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8983095038435956093.png,Other,0.8673095703125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\2360024598720355886.png,Other,0.44659423828125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-4999461920169777167.png,Other,0.85260009765625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-495867650501344143.png,Other,0.84478759765625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-3182809862860496086.png,Other,0.35882568359375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-3912193448916036992.png,Other,0.98748779296875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-8115629007813437794.png,Other,0.72406005859375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\1830225513860057803.png,Other,0.6766357421875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-3736850922923665026.png,Other,1.0,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\3045078359659881554.png,Other,0.8370361328125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\1606523083856481740.png,Other,0.95379638671875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-3292291018048264526.png,Other,0.06182861328125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5098291625066706400.png,Other,0.6065673828125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-218355838670686470.png,Other,0.7349853515625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\4716235809681478742.png,Other,0.6348876953125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5588993206815623210.png,Other,0.97344970703125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\8011623754421324446.png,Other,0.59228515625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\6264627799884048451.png,Other,0.307373046875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\5642859456660035960.png,Other,0.3524169921875,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-8859705766164733610.png,Other,0.857177734375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-9117223290429749335.png,Other,0.8043212890625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-861934705126105157.png,Other,0.87542724609375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-141393122114413977.png,Other,0.7515869140625,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\2476186720631597836.png,Other,0.47149658203125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-4680173445753225482.png,Other,0.92333984375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\3753247232154325059.png,Other,0.7813720703125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-4291115963826712170.png,Other,0.67181396484375,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-2110024220741452514.png,Other,0.86993408203125,
SCIN,C:\Users\tishy\Documents\Honors\dataset\SCIN\images\-236025651594313549.png,Other,0.84521484375,
