path,split,erythema,induration_papulation,excoriation,lichenification,easi_signs_sum,severity_band
dataset/Eczema/stasis-dermatitis-131.jpg,train,1,2,1,2,6,Severe
dataset/Eczema/keratolysis-exfoliativa-12.jpg,train,0,2,0,3,5,Severe
dataset/Eczema/eczema-asteatotic-31.jpg,train,3,1,1,1,6,Severe
dataset/Eczema/eczema-foot-47.jpg,train,2,2,0,3,7,Severe
SkinDisease/valid/Eczema/05atopic0123068.jpeg,train,2,2,2,1,7,Severe
dataset/Eczema/keratolysis-exfoliativa-23.jpg,train,1,1,0,2,4,Moderate
dataset/Eczema/stasis-dermatitis-8.jpg,train,3,1,0,1,5,Severe
dataset/Eczema/eczema-fingertips-79.jpg,train,2,1,2,0,5,Severe
dataset/Eczema/eczema-subacute-75.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-nummular-189.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/stasis-dermatitis-113.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/Dyshidrosis-12.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/neurotic-excoriations-15.jpg,train,2,2,3,0,7,Severe
SkinDisease/valid/Eczema/05AtopicChild020120.jpeg,train,0,0,0,0,0,Mild
dataset/Eczema/pompholyx-3.jpg,train,1,0,0,0,1,Mild
SkinDisease/valid/Eczema/05AtopicDerm0112042.jpeg,train,1,1,0,1,3,Moderate
dataset/Eczema/eczema-subacute-88.jpg,train,1,1,2,0,4,Moderate
dataset/Eczema/heels-dry-cracked-3.jpg,train,0,2,1,2,5,Severe
SkinDisease/valid/Eczema/05Atopic12060417.jpeg,train,1,0,0,0,1,Mild
dataset/Eczema/fissure-8.jpg,train,0,1,0,0,1,Mild
dataset/Eczema/keratolysis-exfoliativa-48.jpg,train,0,1,0,1,2,Mild
dataset/Eczema/eczema-foot-38.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/Dyshidrosis-7.jpg,train,2,2,2,0,6,Severe
SkinDisease/valid/Eczema/05Atopic0712042.jpeg,train,1,1,0,1,3,Moderate
dataset/Eczema/chapped-fissured-feet-24.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/lichen-simplex-chronicus-190.jpg,train,3,2,1,2,8,Severe
dataset/Eczema/diaper-rash-1.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/lichen-simplex-chronicus-83.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/eczema-subacute-33.jpg,train,2,1,2,0,5,Severe
dataset/Eczema/eczema-vulva-2.jpg,train,3,1,0,0,4,Moderate
dataset/Eczema/lichen-simplex-chronicus-135.jpg,train,2,2,1,1,6,Severe
dataset/Eczema/Dyshidrosis-31.jpg,train,2,3,1,2,8,Severe
dataset/Eczema/eczema-subacute-60.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/lichen-simplex-chronicus-101.jpg,train,2,2,1,1,6,Severe
SkinDisease/valid/Eczema/05Atopic020204.jpeg,train,2,1,1,0,4,Moderate
dataset/Eczema/eczema-asteatotic-29.jpg,train,2,0,0,0,2,Mild
dataset/Eczema/eczema-trunk-generalized-10.jpg,train,0,0,0,0,0,Mild
dataset/Eczema/eczema-fingertips-62.jpg,train,2,2,2,2,8,Severe
SkinDisease/valid/Eczema/05atopicChild0719041.jpeg,train,2,1,2,1,6,Severe
dataset/Eczema/eczema-foot-61.jpg,train,1,2,1,2,6,Severe
dataset/Eczema/lichen-simplex-chronicus-121.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/id-reaction-1.jpg,train,0,1,0,1,2,Mild
dataset/Eczema/eczema-foot-102.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/stasis-dermatitis-180.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/Dyshidrosis-16.jpg,train,2,1,1,1,5,Severe
dataset/Eczema/eczema-fingertips-52.jpg,train,2,1,1,1,5,Severe
dataset/Eczema/stasis-dermatitis-167.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-fingertips-11.jpg,train,2,1,1,0,4,Moderate
dataset/Eczema/lichen-simplex-chronicus-133.jpg,train,2,2,2,1,7,Severe
dataset/Eczema/eczema-chronic-13.jpg,train,1,1,1,0,3,Moderate
dataset/Eczema/eczema-hand-86.jpg,train,1,2,1,1,5,Severe
dataset/Eczema/lichen-simplex-chronicus-123.jpg,train,2,2,2,1,7,Severe
dataset/Eczema/eczema-leg-9.jpg,train,1,1,0,0,2,Mild
dataset/Eczema/eczema-fingertips-72.jpg,train,3,1,3,0,7,Severe
dataset/Eczema/chapped-fissured-feet-5.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/eczema-fingertips-134.jpg,train,2,1,1,1,5,Severe
dataset/Eczema/eczema-nummular-162.jpg,train,2,2,2,0,6,Severe
dataset/Eczema/eczema-hand-171.jpg,train,1,3,2,2,8,Severe
SkinDisease/train/Eczema/AtopicIMG013-GP3.jpeg,train,1,1,0,0,2,Mild
dataset/Eczema/eczema-hand-13.jpg,train,0,0,0,0,0,Mild
dataset/Eczema/neurotic-excoriations-60.jpg,train,1,1,0,0,2,Mild
dataset/Eczema/keratolysis-exfoliativa-25.jpg,train,0,0,0,1,1,Mild
dataset/Eczema/malum-ulcer-1.jpg,train,1,1,2,0,4,Moderate
dataset/Eczema/lichen-simplex-chronicus-169.jpg,train,1,1,0,0,2,Mild
dataset/Eczema/eczema-hand-166.jpg,train,3,1,2,1,7,Severe
dataset/Eczema/Dyshidrosis-43.jpg,train,2,2,2,0,6,Severe
dataset/Eczema/stasis-dermatitis-148.jpg,train,2,2,3,1,8,Severe
dataset/Eczema/Dyshidrosis-57.jpg,train,1,1,1,0,3,Moderate
dataset/Eczema/eczema-trunk-generalized-19.jpg,train,1,1,0,0,2,Mild
dataset/Eczema/eczema-fingertips-92.jpg,train,0,1,0,1,2,Mild
dataset/Eczema/lichen-simplex-chronicus-11.jpg,train,2,1,0,0,3,Moderate
dataset/Eczema/eczema-fingertips-87.jpg,train,0,1,0,0,1,Mild
dataset/Eczema/eczema-fingertips-75.jpg,train,2,1,2,0,5,Severe
SkinDisease/valid/Eczema/05AtopicDerm0419043.jpeg,train,2,2,2,2,8,Severe
SkinDisease/valid/Eczema/05AtopicLichenification.jpeg,train,1,1,0,1,3,Moderate
dataset/Eczema/stasis-dermatitis-160.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-fingertips-124.jpg,train,1,1,1,1,4,Moderate
dataset/Eczema/chapped-fissured-feet-10.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-fingertips-60.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/stasis-dermatitis-25.jpg,train,3,1,2,0,6,Severe
dataset/Eczema/eczema-fingertips-31.jpg,train,2,1,2,0,5,Severe
dataset/Eczema/eczema-foot-66.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/milroy-disease-4.jpg,train,0,1,0,1,2,Mild
SkinDisease/valid/Eczema/05Atopic042801.jpeg,train,0,0,0,0,0,Mild
dataset/Eczema/eczema-nummular-115.jpg,train,1,1,2,0,4,Moderate
dataset/Eczema/phlebitis-superficial-4.jpg,train,0,0,0,0,0,Mild
dataset/Eczema/eczema-nummular-201.jpg,train,2,2,3,0,7,Severe
SkinDisease/valid/Eczema/05atopicChild0828063.jpeg,train,1,1,1,0,3,Moderate
SkinDisease/valid/Eczema/05AtopicDermHand2.jpeg,train,1,1,0,0,2,Mild
dataset/Eczema/keratolysis-exfoliativa-30.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/eczema-areola-22.jpg,train,0,0,0,0,0,Mild
dataset/Eczema/parasitosis-psychogenic-1.jpg,train,2,2,2,0,6,Severe
dataset/Eczema/id-reaction-11.jpg,train,1,2,0,1,4,Moderate
SkinDisease/valid/Eczema/05Atopic1206043.jpeg,train,2,1,1,1,5,Severe
SkinDisease/valid/Eczema/05atopicFace040306.jpeg,train,1,0,0,0,1,Mild
SkinDisease/valid/Eczema/05atopicFeet0801053.jpeg,train,0,0,0,1,1,Mild
SkinDisease/valid/Eczema/05AtopicFace010504ok.jpeg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-trunk-generalized-5.jpg,train,2,1,0,0,3,Moderate
SkinDisease/test/Eczema/05atopicDerm040405ok1.jpeg,train,3,1,0,0,4,Moderate
dataset/Eczema/stasis-dermatitis-117.jpg,train,1,1,0,0,2,Mild
dataset/Eczema/eczema-nummular-15.jpg,train,1,1,2,0,4,Moderate
dataset/Eczema/pompholyx-18.jpg,train,2,2,3,1,8,Severe
SkinDisease/valid/Eczema/05AtopicChild010120.jpeg,train,0,0,0,0,0,Mild
dataset/Eczema/eczema-chronic-23.jpg,train,2,1,1,1,5,Severe
dataset/Eczema/eczema-acute-3.jpg,train,2,1,0,0,3,Moderate
dataset/Eczema/eczema-hand-136.jpg,train,2,2,1,1,6,Severe
dataset/Eczema/eczema-subacute-69.jpg,train,2,2,3,1,8,Severe
SkinDisease/valid/Eczema/05Atopic1201.jpeg,train,1,0,1,0,2,Mild
dataset/Eczema/stasis-dermatitis-20.jpg,train,3,2,2,1,8,Severe
dataset/Eczema/eczema-fingertips-115.jpg,train,0,0,0,0,0,Mild
dataset/Eczema/eczema-asteatotic-15.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/lichen-simplex-chronicus-97.jpg,train,2,1,2,1,6,Severe
dataset/Eczema/eczema-nummular-94.jpg,train,1,1,0,0,2,Mild
dataset/Eczema/Dyshidrosis-28.jpg,train,2,2,2,1,7,Severe
dataset/Eczema/eczema-hand-160.jpg,train,0,0,0,0,0,Mild
dataset/Eczema/eczema-hand-106.jpg,train,2,1,2,0,5,Severe
dataset/Eczema/eczema-hand-111.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/eczema-chronic-28.jpg,train,1,1,1,0,3,Moderate
SkinDisease/valid/Eczema/05Atopic011011.jpeg,train,1,0,2,0,3,Moderate
dataset/Eczema/stasis-dermatitis-189.jpg,train,2,2,1,2,7,Severe
dataset/Eczema/eczema-trunk-generalized-32.jpg,train,2,1,0,0,3,Moderate
dataset/Eczema/prurigo-nodularis-48.jpg,train,1,1,2,0,4,Moderate
dataset/Eczema/eczema-chronic-25.jpg,train,2,1,0,0,3,Moderate
SkinDisease/valid/Eczema/05atopic1107053.jpeg,train,1,1,0,0,2,Mild
dataset/Eczema/neurotic-excoriations-62.jpg,train,2,1,3,0,6,Severe
dataset/Eczema/eczema-subacute-107.jpg,train,2,3,2,2,9,Severe
dataset/Eczema/prurigo-nodularis-24.jpg,train,1,1,1,0,3,Moderate
dataset/Eczema/eczema-nummular-105.jpg,train,2,2,2,1,7,Severe
dataset/Eczema/iododerma-2.jpg,train,1,1,1,0,3,Moderate
dataset/Eczema/eczema-nummular-165.jpg,train,2,1,0,1,4,Moderate
SkinDisease/valid/Eczema/05atopic0607042.jpeg,train,2,1,0,1,4,Moderate
dataset/Eczema/eczema-subacute-106.jpg,train,2,1,0,1,4,Moderate
SkinDisease/valid/Eczema/05atopic0110053.jpeg,train,1,1,0,0,2,Mild
dataset/Eczema/stasis-dermatitis-135.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-nummular-168.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/eczema-trunk-generalized-2.jpg,train,3,1,1,0,5,Severe
dataset/Eczema/eczema-nummular-155.jpg,train,1,1,0,0,2,Mild
dataset/Eczema/eczema-lids-10.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/Dyshidrosis-36.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/eczema-nummular-170.jpg,train,1,1,0,0,2,Mild
dataset/Eczema/Dyshidrosis-39.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-fingertips-83.jpg,train,2,2,0,2,6,Severe
dataset/Eczema/lichen-simplex-chronicus-166.jpg,train,2,2,1,2,7,Severe
dataset/Eczema/eczema-hand-143.jpg,train,0,2,0,3,5,Severe
SkinDisease/valid/Eczema/05Atopic0712043.jpeg,train,1,1,1,1,4,Moderate
dataset/Eczema/eczema-hand-107.jpg,train,2,2,0,2,6,Severe
dataset/Eczema/eczema-acute-21.jpg,train,2,1,0,0,3,Moderate
dataset/Eczema/Dyshidrosis-22.jpg,train,2,2,0,1,5,Severe
dataset/Eczema/eczema-asteatotic-9.jpg,train,0,2,0,2,4,Moderate
SkinDisease/valid/Eczema/AtopicIMG002-GP3.jpeg,train,1,1,2,0,4,Moderate
dataset/Eczema/eczema-nummular-86.jpg,train,2,1,2,0,5,Severe
SkinDisease/valid/Eczema/05atopicFeet0801055.jpeg,train,0,1,0,1,2,Mild
dataset/Eczema/chapped-fissured-feet-14.jpg,train,1,0,0,1,2,Mild
dataset/Eczema/lichen-simplex-chronicus-82.jpg,train,0,0,0,1,1,Mild
dataset/Eczema/eczema-arms-5.jpg,train,2,1,2,0,5,Severe
SkinDisease/valid/Eczema/05Atopic10062.jpeg,train,1,1,1,0,3,Moderate
dataset/Eczema/hyperkeratosis-3.jpg,train,1,2,1,2,6,Severe
dataset/Eczema/eczema-foot-46.jpg,train,1,1,0,0,2,Mild
dataset/Eczema/eczema-areola-4.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/lichen-simplex-chronicus-163.jpg,train,1,0,0,0,1,Mild
SkinDisease/valid/Eczema/05Atopic121503.jpeg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-chronic-15.jpg,train,2,2,0,0,4,Moderate
dataset/Eczema/keratolysis-exfoliativa-8.jpg,train,0,1,0,1,2,Mild
dataset/Eczema/eczema-impetiginized-12.jpg,train,3,1,0,0,4,Moderate
dataset/Eczema/factitial-dermatitis-5.jpg,train,2,1,3,0,6,Severe
dataset/Eczema/eczema-hand-101.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/eczema-vulva-8.jpg,train,1,1,0,0,2,Mild
dataset/Eczema/lichen-simplex-chronicus-195.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/eczema-subacute-92.jpg,train,0,2,0,2,4,Moderate
dataset/Eczema/neurotic-excoriations-30.jpg,train,2,0,0,0,2,Mild
SkinDisease/valid/Eczema/05atopicFeet0823049.jpeg,train,0,0,0,0,0,Mild
dataset/Eczema/eczema-fingertips-61.jpg,train,2,1,0,1,4,Moderate
SkinDisease/valid/Eczema/05Atopic.jpeg,train,1,0,1,0,2,Mild
dataset/Eczema/eczema-nummular-199.jpg,train,2,2,2,1,7,Severe
dataset/Eczema/eczema-chronic-3.jpg,train,2,1,1,1,5,Severe
dataset/Eczema/emersion-foot-1.jpg,train,0,1,0,1,2,Mild
dataset/Eczema/chapped-fissured-feet-22.jpg,train,0,1,0,1,2,Mild
dataset/Eczema/eczema-subacute-70.jpg,train,2,2,2,1,7,Severe
dataset/Eczema/eczema-fingertips-137.jpg,train,2,1,2,0,5,Severe
dataset/Eczema/stasis-dermatitis-10.jpg,train,3,2,1,1,7,Severe
dataset/Eczema/eczema-fingertips-17.jpg,train,2,1,2,1,6,Severe
SkinDisease/valid/Eczema/05atopicChild0828062.jpeg,train,1,1,2,0,4,Moderate
dataset/Eczema/lichen-simplex-chronicus-197.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-fingertips-26.jpg,train,2,1,1,1,5,Severe
dataset/Eczema/prurigo-nodularis-32.jpg,train,1,0,1,0,2,Mild
dataset/Eczema/prurigo-nodularis-36.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-nummular-138.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/lichen-simplex-chronicus-15.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-fingertips-96.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/eczema-areola-19.jpg,train,2,1,1,1,5,Severe
dataset/Eczema/03Desquamation12341.jpg,train,0,1,0,1,2,Mild
dataset/Eczema/eczema-hand-156.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/eczema-hand-116.jpg,train,1,3,2,2,8,Severe
dataset/Eczema/eczema-foot-33.jpg,train,3,1,3,0,7,Severe
dataset/Eczema/eczema-nummular-91.jpg,train,2,2,3,1,8,Severe
dataset/Eczema/eczema-fingertips-2.jpg,train,0,1,0,0,1,Mild
dataset/Eczema/pompholyx-37.jpg,train,0,0,0,0,0,Mild
dataset/Eczema/keratolysis-exfoliativa-43.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/neurotic-excoriations-54.jpg,train,1,0,1,0,2,Mild
SkinDisease/valid/Eczema/05Atopic032204.jpeg,train,2,1,1,1,5,Severe
dataset/Eczema/phlebitis-superficial-3.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/neurotic-excoriations-5.jpg,train,2,1,3,0,6,Severe
dataset/Eczema/eczema-fingertips-69.jpg,train,1,0,1,0,2,Mild
dataset/Eczema/eczema-subacute-22.jpg,train,2,1,0,0,3,Moderate
SkinDisease/valid/Eczema/05atopic0124051.jpeg,train,1,0,0,0,1,Mild
dataset/Eczema/chapped-fissured-feet-30.jpg,train,0,1,0,1,2,Mild
dataset/Eczema/eczema-fingertips-97.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/eczema-nummular-121.jpg,train,1,1,2,0,4,Moderate
dataset/Eczema/eczema-hand-153.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/lichen-simplex-chronicus-192.jpg,train,1,1,1,1,4,Moderate
SkinDisease/valid/Eczema/05Atopic0712047.jpeg,train,2,1,1,1,5,Severe
dataset/Eczema/eczema-fingertips-141.jpg,train,1,1,1,0,3,Moderate
dataset/Eczema/pompholyx-13.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-fingertips-65.jpg,train,2,1,1,1,5,Severe
dataset/Eczema/stasis-dermatitis-153.jpg,train,0,1,0,1,2,Mild
dataset/Eczema/eczema-fingertips-33.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-penis-1.jpg,train,0,1,0,1,2,Mild
dataset/Eczema/eczema-subacute-98.jpg,train,3,1,2,0,6,Severe
SkinDisease/test/Eczema/3Eczema3-021.jpeg,train,2,1,1,0,4,Moderate
dataset/Eczema/fiberglass-dermatitis-1.jpg,train,0,0,0,0,0,Mild
dataset/Eczema/eczema-vulva-1.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/pompholyx-17.jpg,train,2,2,2,2,8,Severe
dataset/Eczema/eczema-nummular-124.jpg,train,1,1,1,1,4,Moderate
dataset/Eczema/eczema-subacute-32.jpg,train,1,1,0,0,2,Mild
dataset/Eczema/eczema-hand-185.jpg,train,2,1,2,1,6,Severe
dataset/Eczema/eczema-hand-103.jpg,train,1,1,1,1,4,Moderate
dataset/Eczema/eczema-subacute-101.jpg,train,2,1,0,0,3,Moderate
dataset/Eczema/eczema-foot-10.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/keratolysis-exfoliativa-39.jpg,train,0,1,1,1,3,Moderate
dataset/Eczema/Dyshidrosis-2.jpg,train,1,1,2,0,4,Moderate
dataset/Eczema/stasis-dermatitis-112.jpg,train,2,2,2,1,7,Severe
dataset/Eczema/eczema-hand-104.jpg,train,2,1,1,1,5,Severe
dataset/Eczema/eczema-subacute-86.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/maceration-3.jpg,train,0,0,0,0,0,Mild
dataset/Eczema/prurigo-nodularis-44.jpg,train,2,1,2,0,5,Severe
dataset/Eczema/eczema-hand-173.jpg,train,1,2,2,1,6,Severe
dataset/Eczema/eczema-foot-51.jpg,train,0,1,0,1,2,Mild
dataset/Eczema/stasis-dermatitis-121.jpg,train,2,2,2,2,8,Severe
dataset/Eczema/eczema-foot-67.jpg,train,0,3,0,2,5,Severe
dataset/Eczema/eczema-foot-79.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-foot-100.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/eczema-face-4.jpg,train,2,1,0,0,3,Moderate
dataset/Eczema/neurotic-excoriations-22.jpg,train,1,1,0,0,2,Mild
dataset/Eczema/eczema-subacute-91.jpg,train,0,2,0,2,4,Moderate
SkinDisease/valid/Eczema/05atopicFoot0801052.jpeg,train,1,1,0,0,2,Mild
dataset/Eczema/eczema-areola-8.jpg,train,1,1,0,0,2,Mild
dataset/Eczema/stasis-dermatitis-147.jpg,train,0,1,0,0,1,Mild
dataset/Eczema/knuckle-pads-1.jpg,train,1,1,0,2,4,Moderate
dataset/Eczema/eczema-nummular-183.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/lichen-simplex-chronicus-80.jpg,train,3,1,1,1,6,Severe
dataset/Eczema/stasis-dermatitis-196.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/eczema-fingertips-94.jpg,train,0,2,1,2,5,Severe
dataset/Eczema/eczema-nummular-139.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/factitial-dermatitis-3.jpg,train,2,1,2,1,6,Severe
dataset/Eczema/eczema-hand-146.jpg,train,0,2,0,2,4,Moderate
dataset/Eczema/lichen-simplex-chronicus-9.jpg,train,3,1,3,0,7,Severe
dataset/Eczema/eczema-arms-13.jpg,train,1,1,0,0,2,Mild
dataset/Eczema/fiberglass-dermatitis-4.jpg,train,1,1,0,0,2,Mild
dataset/Eczema/pompholyx-32.jpg,train,1,1,1,1,4,Moderate
dataset/Eczema/stasis-dermatitis-129.jpg,train,0,1,0,1,2,Mild
dataset/Eczema/eczema-foot-81.jpg,train,0,2,0,2,4,Moderate
dataset/Eczema/keratolysis-exfoliativa-29.jpg,train,0,0,0,0,0,Mild
dataset/Eczema/eczema-fingertips-108.jpg,train,2,1,2,0,5,Severe
dataset/Eczema/eczema-anal-1.jpg,train,1,1,1,0,3,Moderate
dataset/Eczema/lichen-simplex-chronicus-151.jpg,train,3,2,1,1,7,Severe
SkinDisease/valid/Eczema/05AtopicDerm0419046.jpeg,train,2,2,0,1,5,Severe
dataset/Eczema/eczema-asteatotic-48.jpg,train,2,1,0,1,4,Moderate
SkinDisease/valid/Eczema/05AtopicFace0105042ok.jpeg,train,2,1,0,0,3,Moderate
dataset/Eczema/eczema-leg-10.jpg,train,2,1,0,1,4,Moderate
SkinDisease/valid/Eczema/05atopic022805.jpeg,train,2,1,0,1,4,Moderate
dataset/Eczema/lichen-simplex-chronicus-88.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/lichen-simplex-chronicus-162.jpg,train,0,1,0,1,2,Mild
dataset/Eczema/eczema-asteatotic-33.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/eczema-nummular-202.jpg,train,1,2,2,1,6,Severe
dataset/Eczema/lichen-simplex-chronicus-129.jpg,train,0,1,0,1,2,Mild
SkinDisease/valid/Eczema/05atopicDerm040405ok2.jpeg,train,3,1,1,0,5,Severe
dataset/Eczema/eczema-hand-137.jpg,train,0,1,1,1,3,Moderate
SkinDisease/valid/Eczema/05atopicAdult111805.jpeg,train,2,1,0,1,4,Moderate
dataset/Eczema/eczema-hand-11.jpg,train,1,0,1,0,2,Mild
dataset/Eczema/eczema-fingertips-90.jpg,train,1,1,0,2,4,Moderate
SkinDisease/valid/Eczema/05atopic0313063.jpeg,train,1,2,2,1,6,Severe
dataset/Eczema/eczema-fingertips-143.jpg,train,1,2,1,1,5,Severe
dataset/Eczema/eczema-nummular-185.jpg,train,1,1,0,0,2,Mild
dataset/Eczema/stasis-dermatitis-12.jpg,train,0,0,0,0,0,Mild
dataset/Eczema/neurotic-excoriations-21.jpg,train,1,0,2,0,3,Moderate
SkinDisease/valid/Eczema/05Atopic12060410.jpeg,train,2,1,0,1,4,Moderate
dataset/Eczema/chapped-fissured-feet-23.jpg,train,1,1,0,1,3,Moderate
SkinDisease/valid/Eczema/05atopic0110052.jpeg,train,1,1,0,0,2,Mild
dataset/Eczema/eczema-nummular-181.jpg,train,2,1,2,1,6,Severe
dataset/Eczema/eczema-nummular-1.jpg,train,2,1,2,1,6,Severe
SkinDisease/train/Eczema/AtopicIMG011-GP3.jpeg,train,2,1,1,0,4,Moderate
dataset/Eczema/eczema-fingertips-98.jpg,train,2,1,1,1,5,Severe
SkinDisease/valid/Eczema/05atopic02164.jpeg,train,1,0,0,0,1,Mild
SkinDisease/test/Eczema/05AtopicDerm0419044.jpeg,train,2,2,1,2,7,Severe
dataset/Eczema/Dyshidrosis-52.jpg,train,2,1,1,1,5,Severe
dataset/Eczema/eczema-fingertips-140.jpg,train,2,1,1,1,5,Severe
dataset/Eczema/eczema-fingertips-21.jpg,train,1,2,2,2,7,Severe
dataset/Eczema/stasis-dermatitis-184.jpg,train,0,0,0,0,0,Mild
dataset/Eczema/stasis-dermatitis-138.jpg,train,1,0,1,0,2,Mild
dataset/Eczema/prurigo-nodularis-45.jpg,train,1,1,1,1,4,Moderate
dataset/Eczema/eczema-leg-21.jpg,train,1,1,0,0,2,Mild
dataset/Eczema/eczema-nummular-180.jpg,train,3,1,3,0,7,Severe
dataset/Eczema/lichen-simplex-chronicus-1.jpg,train,2,1,0,0,3,Moderate
dataset/Eczema/eczema-hand-179.jpg,train,1,1,0,0,2,Mild
dataset/Eczema/eczema-asteatotic-26.jpg,train,0,1,0,1,2,Mild
dataset/Eczema/keratolysis-exfoliativa-44.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-foot-36.jpg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-hand-114.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/eczema-nummular-130.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/eczema-asteatotic-19.jpg,train,2,1,2,1,6,Severe
dataset/Eczema/keratolysis-exfoliativa-24.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/eczema-nummular-179.jpg,train,1,1,2,0,4,Moderate
SkinDisease/valid/Eczema/05atopicFeet0801054.jpeg,train,0,0,0,0,0,Mild
dataset/Eczema/04acidBurn891-GP3.jpg,train,1,1,2,1,5,Severe
SkinDisease/valid/Eczema/05atopicDerm040405ok.jpeg,train,3,1,0,0,4,Moderate
dataset/Eczema/stasis-dermatitis-28.jpg,train,2,1,0,1,4,Moderate
SkinDisease/valid/Eczema/05Atopic0712048.jpeg,train,1,1,1,0,3,Moderate
SkinDisease/valid/Eczema/05AtopicFaceBaby1.jpeg,train,2,1,1,0,4,Moderate
dataset/Eczema/heels-dry-cracked-8.jpg,train,0,1,1,2,4,Moderate
dataset/Eczema/eczema-chronic-45.jpg,train,1,1,2,1,5,Severe
dataset/Eczema/eczema-hand-87.jpg,train,1,1,1,1,4,Moderate
SkinDisease/valid/Eczema/05Atopic1006.jpeg,train,1,0,0,0,1,Mild
dataset/Eczema/eczema-foot-26.jpg,train,0,1,0,2,3,Moderate
dataset/Eczema/lichen-simplex-chronicus-86.jpg,train,2,1,0,1,4,Moderate
dataset/Eczema/eczema-hand-193.jpg,train,1,1,1,1,4,Moderate
dataset/Eczema/Dyshidrosis-3.jpg,train,1,2,1,1,5,Severe
dataset/Eczema/lichen-simplex-chronicus-180.jpg,train,1,0,0,0,1,Mild
SkinDisease/valid/Eczema/05Atopic12060425.jpeg,train,1,1,0,1,3,Moderate
dataset/Eczema/keratolysis-exfoliativa-33.jpg,train,1,1,0,1,3,Moderate
dataset/Eczema/eczema-foot-96.jpg,train,0,2,0,1,3,Moderate
dataset/Eczema/eczema-face-11.jpg,train,1,1,0,0,2,Mild
dataset/Eczema/eczema-fingertips-9.jpg,train,2,2,1,1,6,Severe
SkinDisease/valid/Eczema/05Atopic0322041.jpeg,train,1,1,0,0,2,Mild
dataset/Eczema/eczema-foot-63.jpg,train,0,3,0,2,5,Severe
dataset/Eczema/lichen-simplex-chronicus-13.jpg,train,1,2,0,2,5,Severe
dataset/Eczema/prurigo-nodularis-34.jpg,train,2,2,0,1,5,Severe
dataset/Eczema/eczema-nummular-125.jpg,train,1,1,1,0,3,Moderate
