path,split,composite_file,cell_number,erythema,induration_papulation,excoriation,lichenification
SkinDisease/valid/Eczema/05atopicDerm0328051.jpeg,train,composite_0034.jpg,2,1,0,0,0
SkinDisease/valid/Eczema/05Atopic12060421.jpeg,train,composite_0034.jpg,3,1,0,0,0
dataset/Eczema/Dyshidrosis-56.jpg,train,composite_0034.jpg,4,0,0,0,0
SkinDisease/valid/Eczema/05AtopicFace0105043ok.jpeg,train,composite_0034.jpg,5,2,0,0,0
dataset/Eczema/prurigo-nodularis-21.jpg,train,composite_0034.jpg,6,1,1,0,1
dataset/Eczema/neurotic-excoriations-13.jpg,train,composite_0034.jpg,7,1,1,1,0
dataset/Eczema/milroy-disease-1.jpg,train,composite_0034.jpg,8,2,1,0,0
dataset/Eczema/eczema-chronic-39.jpg,train,composite_0034.jpg,9,1,2,0,2
dataset/Eczema/stasis-dermatitis-139.jpg,train,composite_0035.jpg,1,1,1,0,1
dataset/Eczema/emersion-foot-2.jpg,train,composite_0035.jpg,2,1,1,0,1
dataset/Eczema/neurotic-excoriations-6.jpg,train,composite_0035.jpg,3,0,0,0,0
SkinDisease/valid/Eczema/05atopicFeet0823041.jpeg,train,composite_0035.jpg,4,0,1,0,1
dataset/Eczema/eczema-asteatotic-55.jpg,train,composite_0035.jpg,5,3,0,0,0
SkinDisease/valid/Eczema/05AtopicDermHand1.jpeg,train,composite_0035.jpg,6,2,1,1,0
dataset/Eczema/keratolysis-exfoliativa-27.jpg,train,composite_0035.jpg,7,0,1,0,1
dataset/Eczema/stasis-dermatitis-92.jpg,train,composite_0035.jpg,8,0,1,0,1
SkinDisease/valid/Eczema/05Atopic12060422.jpeg,train,composite_0035.jpg,9,2,1,0,1
dataset/Eczema/Dyshidrosis-18.jpg,train,composite_0036.jpg,1,1,1,0,1
dataset/Eczema/eczema-leg-16.jpg,train,composite_0036.jpg,2,3,1,2,1
dataset/Eczema/lichen-simplex-chronicus-149.jpg,train,composite_0036.jpg,3,1,1,0,1
SkinDisease/valid/Eczema/05atopicFeet0801051.jpeg,train,composite_0036.jpg,4,0,1,0,1
dataset/Eczema/eczema-hand-132.jpg,train,composite_0036.jpg,5,2,2,2,1
dataset/Eczema/eczema-chronic-40.jpg,train,composite_0036.jpg,6,2,2,3,1
SkinDisease/valid/Eczema/05Atopic0504057.jpeg,train,composite_0036.jpg,7,0,1,0,1
SkinDisease/valid/Eczema/05Atopic030203.jpeg,train,composite_0036.jpg,8,1,0,0,0
dataset/Eczema/eczema-hand-159.jpg,train,composite_0036.jpg,9,1,1,2,0
SkinDisease/test/Eczema/05atopic060704.jpeg,train,composite_0037.jpg,1,2,1,0,1
dataset/Eczema/lichen-simplex-chronicus-111.jpg,train,composite_0037.jpg,2,1,0,0,0
SkinDisease/valid/Eczema/05AtopicFossa2q.jpeg,train,composite_0037.jpg,3,1,0,1,0
SkinDisease/valid/Eczema/05AtopicHand3.jpeg,train,composite_0037.jpg,4,1,1,0,2
dataset/Eczema/heels-dry-cracked-4.jpg,train,composite_0037.jpg,5,0,1,0,2
dataset/Eczema/eczema-hand-108.jpg,train,composite_0037.jpg,6,2,1,1,1
dataset/Eczema/chapped-fissured-feet-18.jpg,train,composite_0037.jpg,7,0,1,1,1
dataset/Eczema/eczema-subacute-54.jpg,train,composite_0037.jpg,8,2,2,1,2
dataset/Eczema/Dyshidrosis-59.jpg,train,composite_0037.jpg,9,2,1,0,1
dataset/Eczema/lichen-simplex-chronicus-167.jpg,train,composite_0038.jpg,1,1,0,0,0
dataset/Eczema/stasis-dermatitis-115.jpg,train,composite_0038.jpg,2,1,1,0,1
dataset/Eczema/stasis-dermatitis-168.jpg,train,composite_0038.jpg,3,0,1,0,1
dataset/Eczema/stasis-dermatitis-1.jpg,train,composite_0038.jpg,4,2,2,1,1
dataset/Eczema/eczema-nummular-195.jpg,train,composite_0038.jpg,5,2,2,1,1
dataset/Eczema/eczema-chronic-30.jpg,train,composite_0038.jpg,6,2,1,0,1
dataset/Eczema/stasis-dermatitis-131.jpg,train,composite_0038.jpg,7,1,2,1,2
dataset/Eczema/keratolysis-exfoliativa-12.jpg,train,composite_0038.jpg,8,0,2,0,3
dataset/Eczema/eczema-asteatotic-31.jpg,train,composite_0038.jpg,9,3,1,1,1
dataset/Eczema/eczema-foot-47.jpg,train,composite_0039.jpg,1,2,2,0,3
SkinDisease/valid/Eczema/05atopic0123068.jpeg,train,composite_0039.jpg,2,2,2,2,1
dataset/Eczema/keratolysis-exfoliativa-23.jpg,train,composite_0039.jpg,3,1,1,0,2
dataset/Eczema/stasis-dermatitis-8.jpg,train,composite_0039.jpg,4,3,1,0,1
dataset/Eczema/eczema-fingertips-79.jpg,train,composite_0039.jpg,5,2,1,2,0
dataset/Eczema/eczema-subacute-75.jpg,train,composite_0039.jpg,6,1,0,0,0
dataset/Eczema/eczema-nummular-189.jpg,train,composite_0039.jpg,7,2,1,0,1
dataset/Eczema/stasis-dermatitis-113.jpg,train,composite_0039.jpg,8,2,1,0,1
dataset/Eczema/Dyshidrosis-12.jpg,train,composite_0039.jpg,9,1,0,0,0
dataset/Eczema/neurotic-excoriations-15.jpg,train,composite_0040.jpg,1,2,2,3,0
SkinDisease/valid/Eczema/05AtopicChild020120.jpeg,train,composite_0040.jpg,2,0,0,0,0
dataset/Eczema/pompholyx-3.jpg,train,composite_0040.jpg,3,1,0,0,0
SkinDisease/valid/Eczema/05AtopicDerm0112042.jpeg,train,composite_0040.jpg,4,1,1,0,1
dataset/Eczema/eczema-subacute-88.jpg,train,composite_0040.jpg,5,1,1,2,0
dataset/Eczema/heels-dry-cracked-3.jpg,train,composite_0040.jpg,6,0,2,1,2
SkinDisease/valid/Eczema/05Atopic12060417.jpeg,train,composite_0040.jpg,7,1,0,0,0
dataset/Eczema/fissure-8.jpg,train,composite_0040.jpg,8,0,1,0,0
dataset/Eczema/keratolysis-exfoliativa-48.jpg,train,composite_0040.jpg,9,0,1,0,1
dataset/Eczema/eczema-foot-38.jpg,train,composite_0041.jpg,1,1,0,0,0
dataset/Eczema/Dyshidrosis-7.jpg,train,composite_0041.jpg,2,2,2,2,0
SkinDisease/valid/Eczema/05Atopic0712042.jpeg,train,composite_0041.jpg,3,1,1,0,1
dataset/Eczema/chapped-fissured-feet-24.jpg,train,composite_0041.jpg,4,1,1,0,1
dataset/Eczema/lichen-simplex-chronicus-190.jpg,train,composite_0041.jpg,5,3,2,1,2
dataset/Eczema/diaper-rash-1.jpg,train,composite_0041.jpg,6,2,1,0,1
dataset/Eczema/lichen-simplex-chronicus-83.jpg,train,composite_0041.jpg,7,1,1,0,1
dataset/Eczema/eczema-subacute-33.jpg,train,composite_0041.jpg,8,2,1,2,0
dataset/Eczema/eczema-vulva-2.jpg,train,composite_0041.jpg,9,3,1,0,0
dataset/Eczema/lichen-simplex-chronicus-135.jpg,train,composite_0042.jpg,1,2,2,1,1
dataset/Eczema/Dyshidrosis-31.jpg,train,composite_0042.jpg,2,2,3,1,2
dataset/Eczema/eczema-subacute-60.jpg,train,composite_0042.jpg,3,1,1,0,1
dataset/Eczema/lichen-simplex-chronicus-101.jpg,train,composite_0042.jpg,4,2,2,1,1
SkinDisease/valid/Eczema/05Atopic020204.jpeg,train,composite_0042.jpg,5,2,1,1,0
dataset/Eczema/eczema-asteatotic-29.jpg,train,composite_0042.jpg,6,2,0,0,0
dataset/Eczema/eczema-trunk-generalized-10.jpg,train,composite_0042.jpg,7,0,0,0,0
dataset/Eczema/eczema-fingertips-62.jpg,train,composite_0042.jpg,8,2,2,2,2
SkinDisease/valid/Eczema/05atopicChild0719041.jpeg,train,composite_0042.jpg,9,2,1,2,1
dataset/Eczema/eczema-foot-61.jpg,train,composite_0043.jpg,1,1,2,1,2
dataset/Eczema/lichen-simplex-chronicus-121.jpg,train,composite_0043.jpg,2,1,0,0,0
dataset/Eczema/id-reaction-1.jpg,train,composite_0043.jpg,3,0,1,0,1
dataset/Eczema/eczema-foot-102.jpg,train,composite_0043.jpg,4,1,0,0,0
dataset/Eczema/stasis-dermatitis-180.jpg,train,composite_0043.jpg,5,1,0,0,0
dataset/Eczema/Dyshidrosis-16.jpg,train,composite_0043.jpg,6,2,1,1,1
dataset/Eczema/eczema-fingertips-52.jpg,train,composite_0043.jpg,7,2,1,1,1
dataset/Eczema/stasis-dermatitis-167.jpg,train,composite_0043.jpg,8,1,0,0,0
dataset/Eczema/eczema-fingertips-11.jpg,train,composite_0043.jpg,9,2,1,1,0
dataset/Eczema/lichen-simplex-chronicus-133.jpg,train,composite_0044.jpg,1,2,2,2,1
dataset/Eczema/eczema-chronic-13.jpg,train,composite_0044.jpg,2,1,1,1,0
dataset/Eczema/eczema-hand-86.jpg,train,composite_0044.jpg,3,1,2,1,1
dataset/Eczema/lichen-simplex-chronicus-123.jpg,train,composite_0044.jpg,4,2,2,2,1
dataset/Eczema/eczema-leg-9.jpg,train,composite_0044.jpg,5,1,1,0,0
dataset/Eczema/eczema-fingertips-72.jpg,train,composite_0044.jpg,6,3,1,3,0
dataset/Eczema/chapped-fissured-feet-5.jpg,train,composite_0044.jpg,7,1,1,0,1
dataset/Eczema/eczema-fingertips-134.jpg,train,composite_0044.jpg,8,2,1,1,1
dataset/Eczema/eczema-nummular-162.jpg,train,composite_0044.jpg,9,2,2,2,0
dataset/Eczema/eczema-hand-171.jpg,train,composite_0045.jpg,1,1,3,2,2
SkinDisease/train/Eczema/AtopicIMG013-GP3.jpeg,train,composite_0045.jpg,2,1,1,0,0
dataset/Eczema/eczema-hand-13.jpg,train,composite_0045.jpg,3,0,0,0,0
dataset/Eczema/neurotic-excoriations-60.jpg,train,composite_0045.jpg,4,1,1,0,0
dataset/Eczema/keratolysis-exfoliativa-25.jpg,train,composite_0045.jpg,5,0,0,0,1
dataset/Eczema/malum-ulcer-1.jpg,train,composite_0045.jpg,6,1,1,2,0
dataset/Eczema/lichen-simplex-chronicus-169.jpg,train,composite_0045.jpg,7,1,1,0,0
dataset/Eczema/eczema-hand-166.jpg,train,composite_0045.jpg,8,3,1,2,1
dataset/Eczema/Dyshidrosis-43.jpg,train,composite_0045.jpg,9,2,2,2,0
dataset/Eczema/stasis-dermatitis-148.jpg,train,composite_0046.jpg,1,2,2,3,1
dataset/Eczema/Dyshidrosis-57.jpg,train,composite_0046.jpg,2,1,1,1,0
dataset/Eczema/eczema-trunk-generalized-19.jpg,train,composite_0046.jpg,3,1,1,0,0
dataset/Eczema/eczema-fingertips-92.jpg,train,composite_0046.jpg,4,0,1,0,1
dataset/Eczema/lichen-simplex-chronicus-11.jpg,train,composite_0046.jpg,5,2,1,0,0
dataset/Eczema/eczema-fingertips-87.jpg,train,composite_0046.jpg,6,0,1,0,0
dataset/Eczema/eczema-fingertips-75.jpg,train,composite_0046.jpg,7,2,1,2,0
SkinDisease/valid/Eczema/05AtopicDerm0419043.jpeg,train,composite_0046.jpg,8,2,2,2,2
SkinDisease/valid/Eczema/05AtopicLichenification.jpeg,train,composite_0046.jpg,9,1,1,0,1
dataset/Eczema/stasis-dermatitis-160.jpg,train,composite_0047.jpg,1,1,0,0,0
dataset/Eczema/eczema-fingertips-124.jpg,train,composite_0047.jpg,2,1,1,1,1
dataset/Eczema/chapped-fissured-feet-10.jpg,train,composite_0047.jpg,3,1,0,0,0
dataset/Eczema/eczema-fingertips-60.jpg,train,composite_0047.jpg,4,1,0,0,0
dataset/Eczema/stasis-dermatitis-25.jpg,train,composite_0047.jpg,5,3,1,2,0
dataset/Eczema/eczema-fingertips-31.jpg,train,composite_0047.jpg,6,2,1,2,0
dataset/Eczema/eczema-foot-66.jpg,train,composite_0047.jpg,7,1,0,0,0
dataset/Eczema/milroy-disease-4.jpg,train,composite_0047.jpg,8,0,1,0,1
SkinDisease/valid/Eczema/05Atopic042801.jpeg,train,composite_0047.jpg,9,0,0,0,0
dataset/Eczema/eczema-nummular-115.jpg,train,composite_0048.jpg,1,1,1,2,0
dataset/Eczema/phlebitis-superficial-4.jpg,train,composite_0048.jpg,2,0,0,0,0
dataset/Eczema/eczema-nummular-201.jpg,train,composite_0048.jpg,3,2,2,3,0
SkinDisease/valid/Eczema/05atopicChild0828063.jpeg,train,composite_0048.jpg,4,1,1,1,0
SkinDisease/valid/Eczema/05AtopicDermHand2.jpeg,train,composite_0048.jpg,5,1,1,0,0
dataset/Eczema/keratolysis-exfoliativa-30.jpg,train,composite_0048.jpg,6,1,1,0,1
dataset/Eczema/eczema-areola-22.jpg,train,composite_0048.jpg,7,0,0,0,0
dataset/Eczema/parasitosis-psychogenic-1.jpg,train,composite_0048.jpg,8,2,2,2,0
dataset/Eczema/id-reaction-11.jpg,train,composite_0048.jpg,9,1,2,0,1
SkinDisease/valid/Eczema/05Atopic1206043.jpeg,train,composite_0049.jpg,1,2,1,1,1
SkinDisease/valid/Eczema/05atopicFace040306.jpeg,train,composite_0049.jpg,2,1,0,0,0
SkinDisease/valid/Eczema/05atopicFeet0801053.jpeg,train,composite_0049.jpg,3,0,0,0,1
SkinDisease/valid/Eczema/05AtopicFace010504ok.jpeg,train,composite_0049.jpg,4,1,0,0,0
dataset/Eczema/eczema-trunk-generalized-5.jpg,train,composite_0049.jpg,5,2,1,0,0
SkinDisease/test/Eczema/05atopicDerm040405ok1.jpeg,train,composite_0049.jpg,6,3,1,0,0
dataset/Eczema/stasis-dermatitis-117.jpg,train,composite_0049.jpg,7,1,1,0,0
dataset/Eczema/eczema-nummular-15.jpg,train,composite_0049.jpg,8,1,1,2,0
dataset/Eczema/pompholyx-18.jpg,train,composite_0049.jpg,9,2,2,3,1
SkinDisease/valid/Eczema/05AtopicChild010120.jpeg,train,composite_0050.jpg,1,0,0,0,0
dataset/Eczema/eczema-chronic-23.jpg,train,composite_0050.jpg,2,2,1,1,1
dataset/Eczema/eczema-acute-3.jpg,train,composite_0050.jpg,3,2,1,0,0
dataset/Eczema/eczema-hand-136.jpg,train,composite_0050.jpg,4,2,2,1,1
dataset/Eczema/eczema-subacute-69.jpg,train,composite_0050.jpg,5,2,2,3,1
SkinDisease/valid/Eczema/05Atopic1201.jpeg,train,composite_0050.jpg,6,1,0,1,0
dataset/Eczema/stasis-dermatitis-20.jpg,train,composite_0050.jpg,7,3,2,2,1
dataset/Eczema/eczema-fingertips-115.jpg,train,composite_0050.jpg,8,0,0,0,0
dataset/Eczema/eczema-asteatotic-15.jpg,train,composite_0050.jpg,9,1,1,0,1
dataset/Eczema/lichen-simplex-chronicus-97.jpg,train,composite_0051.jpg,1,2,1,2,1
dataset/Eczema/eczema-nummular-94.jpg,train,composite_0051.jpg,2,1,1,0,0
dataset/Eczema/Dyshidrosis-28.jpg,train,composite_0051.jpg,3,2,2,2,1
dataset/Eczema/eczema-hand-160.jpg,train,composite_0051.jpg,4,0,0,0,0
dataset/Eczema/eczema-hand-106.jpg,train,composite_0051.jpg,5,2,1,2,0
dataset/Eczema/eczema-hand-111.jpg,train,composite_0051.jpg,6,1,1,0,1
dataset/Eczema/eczema-chronic-28.jpg,train,composite_0051.jpg,7,1,1,1,0
SkinDisease/valid/Eczema/05Atopic011011.jpeg,train,composite_0051.jpg,8,1,0,2,0
dataset/Eczema/stasis-dermatitis-189.jpg,train,composite_0051.jpg,9,2,2,1,2
dataset/Eczema/eczema-trunk-generalized-32.jpg,train,composite_0052.jpg,1,2,1,0,0
dataset/Eczema/prurigo-nodularis-48.jpg,train,composite_0052.jpg,2,1,1,2,0
dataset/Eczema/eczema-chronic-25.jpg,train,composite_0052.jpg,3,2,1,0,0
SkinDisease/valid/Eczema/05atopic1107053.jpeg,train,composite_0052.jpg,4,1,1,0,0
dataset/Eczema/neurotic-excoriations-62.jpg,train,composite_0052.jpg,5,2,1,3,0
dataset/Eczema/eczema-subacute-107.jpg,train,composite_0052.jpg,6,2,3,2,2
dataset/Eczema/prurigo-nodularis-24.jpg,train,composite_0052.jpg,7,1,1,1,0
dataset/Eczema/eczema-nummular-105.jpg,train,composite_0052.jpg,8,2,2,2,1
dataset/Eczema/iododerma-2.jpg,train,composite_0052.jpg,9,1,1,1,0
dataset/Eczema/eczema-nummular-165.jpg,train,composite_0053.jpg,1,2,1,0,1
SkinDisease/valid/Eczema/05atopic0607042.jpeg,train,composite_0053.jpg,2,2,1,0,1
dataset/Eczema/eczema-subacute-106.jpg,train,composite_0053.jpg,3,2,1,0,1
SkinDisease/valid/Eczema/05atopic0110053.jpeg,train,composite_0053.jpg,4,1,1,0,0
dataset/Eczema/stasis-dermatitis-135.jpg,train,composite_0053.jpg,5,1,0,0,0
dataset/Eczema/eczema-nummular-168.jpg,train,composite_0053.jpg,6,2,1,0,1
dataset/Eczema/eczema-trunk-generalized-2.jpg,train,composite_0053.jpg,7,3,1,1,0
dataset/Eczema/eczema-nummular-155.jpg,train,composite_0053.jpg,8,1,1,0,0
dataset/Eczema/eczema-lids-10.jpg,train,composite_0053.jpg,9,1,1,0,1
dataset/Eczema/Dyshidrosis-36.jpg,train,composite_0054.jpg,1,2,1,0,1
dataset/Eczema/eczema-nummular-170.jpg,train,composite_0054.jpg,2,1,1,0,0
dataset/Eczema/Dyshidrosis-39.jpg,train,composite_0054.jpg,3,1,0,0,0
dataset/Eczema/eczema-fingertips-83.jpg,train,composite_0054.jpg,4,2,2,0,2
dataset/Eczema/lichen-simplex-chronicus-166.jpg,train,composite_0054.jpg,5,2,2,1,2
dataset/Eczema/eczema-hand-143.jpg,train,composite_0054.jpg,6,0,2,0,3
SkinDisease/valid/Eczema/05Atopic0712043.jpeg,train,composite_0054.jpg,7,1,1,1,1
dataset/Eczema/eczema-hand-107.jpg,train,composite_0054.jpg,8,2,2,0,2
dataset/Eczema/eczema-acute-21.jpg,train,composite_0054.jpg,9,2,1,0,0
dataset/Eczema/Dyshidrosis-22.jpg,train,composite_0055.jpg,1,2,2,0,1
dataset/Eczema/eczema-asteatotic-9.jpg,train,composite_0055.jpg,2,0,2,0,2
SkinDisease/valid/Eczema/AtopicIMG002-GP3.jpeg,train,composite_0055.jpg,3,1,1,2,0
dataset/Eczema/eczema-nummular-86.jpg,train,composite_0055.jpg,4,2,1,2,0
SkinDisease/valid/Eczema/05atopicFeet0801055.jpeg,train,composite_0055.jpg,5,0,1,0,1
dataset/Eczema/chapped-fissured-feet-14.jpg,train,composite_0055.jpg,6,1,0,0,1
dataset/Eczema/lichen-simplex-chronicus-82.jpg,train,composite_0055.jpg,7,0,0,0,1
dataset/Eczema/eczema-arms-5.jpg,train,composite_0055.jpg,8,2,1,2,0
SkinDisease/valid/Eczema/05Atopic10062.jpeg,train,composite_0055.jpg,9,1,1,1,0
dataset/Eczema/hyperkeratosis-3.jpg,train,composite_0056.jpg,1,1,2,1,2
dataset/Eczema/eczema-foot-46.jpg,train,composite_0056.jpg,2,1,1,0,0
dataset/Eczema/eczema-areola-4.jpg,train,composite_0056.jpg,3,2,1,0,1
dataset/Eczema/lichen-simplex-chronicus-163.jpg,train,composite_0056.jpg,4,1,0,0,0
SkinDisease/valid/Eczema/05Atopic121503.jpeg,train,composite_0056.jpg,5,1,0,0,0
dataset/Eczema/eczema-chronic-15.jpg,train,composite_0056.jpg,6,2,2,0,0
dataset/Eczema/keratolysis-exfoliativa-8.jpg,train,composite_0056.jpg,7,0,1,0,1
dataset/Eczema/eczema-impetiginized-12.jpg,train,composite_0056.jpg,8,3,1,0,0
dataset/Eczema/factitial-dermatitis-5.jpg,train,composite_0056.jpg,9,2,1,3,0
dataset/Eczema/eczema-hand-101.jpg,train,composite_0057.jpg,1,2,1,0,1
dataset/Eczema/eczema-vulva-8.jpg,train,composite_0057.jpg,2,1,1,0,0
dataset/Eczema/lichen-simplex-chronicus-195.jpg,train,composite_0057.jpg,3,2,1,0,1
dataset/Eczema/eczema-subacute-92.jpg,train,composite_0057.jpg,4,0,2,0,2
dataset/Eczema/neurotic-excoriations-30.jpg,train,composite_0057.jpg,5,2,0,0,0
SkinDisease/valid/Eczema/05atopicFeet0823049.jpeg,train,composite_0057.jpg,6,0,0,0,0
dataset/Eczema/eczema-fingertips-61.jpg,train,composite_0057.jpg,7,2,1,0,1
SkinDisease/valid/Eczema/05Atopic.jpeg,train,composite_0057.jpg,8,1,0,1,0
dataset/Eczema/eczema-nummular-199.jpg,train,composite_0057.jpg,9,2,2,2,1
dataset/Eczema/eczema-chronic-3.jpg,train,composite_0058.jpg,1,2,1,1,1
dataset/Eczema/emersion-foot-1.jpg,train,composite_0058.jpg,2,0,1,0,1
dataset/Eczema/chapped-fissured-feet-22.jpg,train,composite_0058.jpg,3,0,1,0,1
dataset/Eczema/eczema-subacute-70.jpg,train,composite_0058.jpg,4,2,2,2,1
dataset/Eczema/eczema-fingertips-137.jpg,train,composite_0058.jpg,5,2,1,2,0
dataset/Eczema/stasis-dermatitis-10.jpg,train,composite_0058.jpg,6,3,2,1,1
dataset/Eczema/eczema-fingertips-17.jpg,train,composite_0058.jpg,7,2,1,2,1
SkinDisease/valid/Eczema/05atopicChild0828062.jpeg,train,composite_0058.jpg,8,1,1,2,0
dataset/Eczema/lichen-simplex-chronicus-197.jpg,train,composite_0058.jpg,9,1,0,0,0
dataset/Eczema/eczema-fingertips-26.jpg,train,composite_0059.jpg,1,2,1,1,1
dataset/Eczema/prurigo-nodularis-32.jpg,train,composite_0059.jpg,2,1,0,1,0
dataset/Eczema/prurigo-nodularis-36.jpg,train,composite_0059.jpg,3,1,0,0,0
dataset/Eczema/eczema-nummular-138.jpg,train,composite_0059.jpg,4,2,1,0,1
dataset/Eczema/lichen-simplex-chronicus-15.jpg,train,composite_0059.jpg,5,1,0,0,0
dataset/Eczema/eczema-fingertips-96.jpg,train,composite_0059.jpg,6,2,1,0,1
dataset/Eczema/eczema-areola-19.jpg,train,composite_0059.jpg,7,2,1,1,1
dataset/Eczema/03Desquamation12341.jpg,train,composite_0059.jpg,8,0,1,0,1
dataset/Eczema/eczema-hand-156.jpg,train,composite_0059.jpg,9,2,1,0,1
dataset/Eczema/eczema-hand-116.jpg,train,composite_0060.jpg,1,1,3,2,2
dataset/Eczema/eczema-foot-33.jpg,train,composite_0060.jpg,2,3,1,3,0
dataset/Eczema/eczema-nummular-91.jpg,train,composite_0060.jpg,3,2,2,3,1
dataset/Eczema/eczema-fingertips-2.jpg,train,composite_0060.jpg,4,0,1,0,0
dataset/Eczema/pompholyx-37.jpg,train,composite_0060.jpg,5,0,0,0,0
dataset/Eczema/keratolysis-exfoliativa-43.jpg,train,composite_0060.jpg,6,1,1,0,1
dataset/Eczema/neurotic-excoriations-54.jpg,train,composite_0060.jpg,7,1,0,1,0
SkinDisease/valid/Eczema/05Atopic032204.jpeg,train,composite_0060.jpg,8,2,1,1,1
dataset/Eczema/phlebitis-superficial-3.jpg,train,composite_0060.jpg,9,1,0,0,0
dataset/Eczema/neurotic-excoriations-5.jpg,train,composite_0061.jpg,1,2,1,3,0
dataset/Eczema/eczema-fingertips-69.jpg,train,composite_0061.jpg,2,1,0,1,0
dataset/Eczema/eczema-subacute-22.jpg,train,composite_0061.jpg,3,2,1,0,0
SkinDisease/valid/Eczema/05atopic0124051.jpeg,train,composite_0061.jpg,4,1,0,0,0
dataset/Eczema/chapped-fissured-feet-30.jpg,train,composite_0061.jpg,5,0,1,0,1
dataset/Eczema/eczema-fingertips-97.jpg,train,composite_0061.jpg,6,2,1,0,1
dataset/Eczema/eczema-nummular-121.jpg,train,composite_0061.jpg,7,1,1,2,0
dataset/Eczema/eczema-hand-153.jpg,train,composite_0061.jpg,8,1,0,0,0
dataset/Eczema/lichen-simplex-chronicus-192.jpg,train,composite_0061.jpg,9,1,1,1,1
SkinDisease/valid/Eczema/05Atopic0712047.jpeg,train,composite_0062.jpg,1,2,1,1,1
dataset/Eczema/eczema-fingertips-141.jpg,train,composite_0062.jpg,2,1,1,1,0
dataset/Eczema/pompholyx-13.jpg,train,composite_0062.jpg,3,1,0,0,0
dataset/Eczema/eczema-fingertips-65.jpg,train,composite_0062.jpg,4,2,1,1,1
dataset/Eczema/stasis-dermatitis-153.jpg,train,composite_0062.jpg,5,0,1,0,1
dataset/Eczema/eczema-fingertips-33.jpg,train,composite_0062.jpg,6,1,0,0,0
dataset/Eczema/eczema-penis-1.jpg,train,composite_0062.jpg,7,0,1,0,1
dataset/Eczema/eczema-subacute-98.jpg,train,composite_0062.jpg,8,3,1,2,0
SkinDisease/test/Eczema/3Eczema3-021.jpeg,train,composite_0062.jpg,9,2,1,1,0
dataset/Eczema/fiberglass-dermatitis-1.jpg,train,composite_0063.jpg,1,0,0,0,0
dataset/Eczema/eczema-vulva-1.jpg,train,composite_0063.jpg,2,2,1,0,1
dataset/Eczema/pompholyx-17.jpg,train,composite_0063.jpg,3,2,2,2,2
dataset/Eczema/eczema-nummular-124.jpg,train,composite_0063.jpg,4,1,1,1,1
dataset/Eczema/eczema-subacute-32.jpg,train,composite_0063.jpg,5,1,1,0,0
dataset/Eczema/eczema-hand-185.jpg,train,composite_0063.jpg,6,2,1,2,1
dataset/Eczema/eczema-hand-103.jpg,train,composite_0063.jpg,7,1,1,1,1
dataset/Eczema/eczema-subacute-101.jpg,train,composite_0063.jpg,8,2,1,0,0
dataset/Eczema/eczema-foot-10.jpg,train,composite_0063.jpg,9,1,1,0,1
dataset/Eczema/keratolysis-exfoliativa-39.jpg,train,composite_0064.jpg,1,0,1,1,1
dataset/Eczema/Dyshidrosis-2.jpg,train,composite_0064.jpg,2,1,1,2,0
dataset/Eczema/stasis-dermatitis-112.jpg,train,composite_0064.jpg,3,2,2,2,1
dataset/Eczema/eczema-hand-104.jpg,train,composite_0064.jpg,4,2,1,1,1
dataset/Eczema/eczema-subacute-86.jpg,train,composite_0064.jpg,5,1,1,0,1
dataset/Eczema/maceration-3.jpg,train,composite_0064.jpg,6,0,0,0,0
dataset/Eczema/prurigo-nodularis-44.jpg,train,composite_0064.jpg,7,2,1,2,0
dataset/Eczema/eczema-hand-173.jpg,train,composite_0064.jpg,8,1,2,2,1
dataset/Eczema/eczema-foot-51.jpg,train,composite_0064.jpg,9,0,1,0,1
dataset/Eczema/stasis-dermatitis-121.jpg,train,composite_0065.jpg,1,2,2,2,2
dataset/Eczema/eczema-foot-67.jpg,train,composite_0065.jpg,2,0,3,0,2
dataset/Eczema/eczema-foot-79.jpg,train,composite_0065.jpg,3,1,0,0,0
dataset/Eczema/eczema-foot-100.jpg,train,composite_0065.jpg,4,2,1,0,1
dataset/Eczema/eczema-face-4.jpg,train,composite_0065.jpg,5,2,1,0,0
dataset/Eczema/neurotic-excoriations-22.jpg,train,composite_0065.jpg,6,1,1,0,0
dataset/Eczema/eczema-subacute-91.jpg,train,composite_0065.jpg,7,0,2,0,2
SkinDisease/valid/Eczema/05atopicFoot0801052.jpeg,train,composite_0065.jpg,8,1,1,0,0
dataset/Eczema/eczema-areola-8.jpg,train,composite_0065.jpg,9,1,1,0,0
dataset/Eczema/stasis-dermatitis-147.jpg,train,composite_0066.jpg,1,0,1,0,0
dataset/Eczema/knuckle-pads-1.jpg,train,composite_0066.jpg,2,1,1,0,2
dataset/Eczema/eczema-nummular-183.jpg,train,composite_0066.jpg,3,2,1,0,1
dataset/Eczema/lichen-simplex-chronicus-80.jpg,train,composite_0066.jpg,4,3,1,1,1
dataset/Eczema/stasis-dermatitis-196.jpg,train,composite_0066.jpg,5,1,1,0,1
dataset/Eczema/eczema-fingertips-94.jpg,train,composite_0066.jpg,6,0,2,1,2
dataset/Eczema/eczema-nummular-139.jpg,train,composite_0066.jpg,7,1,0,0,0
dataset/Eczema/factitial-dermatitis-3.jpg,train,composite_0066.jpg,8,2,1,2,1
dataset/Eczema/eczema-hand-146.jpg,train,composite_0066.jpg,9,0,2,0,2
dataset/Eczema/lichen-simplex-chronicus-9.jpg,train,composite_0067.jpg,1,3,1,3,0
